original_prdomain,  original_problem,  trans_domain,  trans_problem, domain, task_name, requirements, types, objects, predicates, functions, init, goal, actions, axioms, use_min_cost_metric, generated_rules, relevant_atoms, auxiliary_atoms, final_queue_length, total_queue_pushes, implied_effects_removed, effect_conditions_simplified, implied_preconditions_added, translator_variables, translator_derived_variables, translator_facts, translator_mutex_groups, translator_total_mutex_groups_size, translator_operators, translator_task_size, numberVariablesCG, highLevelVariablesCG, totalEdgesCG, totalWeightCG, veRatio, weRatio, wvRatio, hvRatio, inputEdgeCGMax, inputEdgeCGAvg, inputEdgeCGStd, outputEdgeCGMax, outputEdgeCGAvg, outputEdgeCGStd, inputWeightCGMax, inputWeightCGAvg, inputWeightCGStd, outputWeightCGMax, outputWeightCGAvg, outputWeightCGStd, inputEdgeHVMax, inputEdgeHVAvg, inputEdgeHVStd, outputEdgeHVMax, outputEdgeHVAvg, outputEdgeHVStd, inputWeightHVMax, inputWeightHVAvg, inputWeightHVStd, outputWeightHVMax, outputWeightHVAvg, outputWeightHVStd, numberVariablesDTG, totalEdgesDTG, totalWeigthDTG, edVaRatioDTG, weEdRatioDTG, weVaRatioDTG, inputEdgeDTGMax, inputEdgeDTGAvg, inputEdgeDTGStd, outputEdgeDTGMax, outputEdgeDTGAvg, outputEdgeDTGStd, inputWeightDTGMax, inputWeightDTGAvg, inputWeightDTGStd, outputWeightDTGMax, outputWeightDTGAvg, outputWeightDTGStd, no, file, num_relevant_facts, num_actions, h_max, h_ff, h_ff_ratio, rp_fact_balance_min, rp_fact_balance_avg, rp_fact_balance_var, rp_goal_balance_min, rp_goal_balance_avg, rp_goal_balance_var  , balance_Ratio, Unbalance_Ratio, Balance_Distorsion, Additive, Blind, Causal_graph, Context-enhanced_additive, FF, Goal_count, Landmark_count, Landmark-cut, Max       , n_landmarks, numberEdges, edVaratioLand, numberFatherNodes, numberChildrenNodes, nodosbetween      , avginput, maxinput, stdinput     , avgoutput, maxoutput, stdoutput       , blackVariables, blackRootVariables       , redBlackVariables, allpairsvaluesconnected, allvaluesconnectedgoal        , blackstronglpyarents, Maximaleffectsblack , Hred-black  
/home/isabel/domains/seq-opt/Citycar/domain.pddl, /home/isabel/domains/seq-opt/Citycar/p2-3-2-3-1.pddl, /home/isabel/domains/seq-opt/Citycar/domain_ready.txt, /home/isabel/domains/seq-opt/Citycar/problem_ready.txt, grounded-strips-citycar,grounded-strips-citycar-2-3-2,2,1,0,236,1,22,3,982,0,1,2857,1218,0,1218,2878,0,794,0,209,0,440,18,174,982,7596,201,3, 2226, 7544, 0.0902965, 3.38904, 37.5323, 0.0149254, 198, 10.995, 17.2712, 187, 10.995, 25.7749, 1534, 37.5323, 129.53,712, 37.4527, 108.178, 198, 0.985075, 13.9311, 440, 2.20896, 30.9571, 1534, 7.63184, 107.931, 440, 2.20896,30.9571,422, 2430, 9126, 0.266272, 0.173663, 1, 136, 4.92123, 0.0350918, 136, 4.92123, 0.0350918, 540, 17.2189,0.105275, 540,17.2189, 0.0350918,  1, /home/isabel/domains/seq-opt/Citycar/p2-3-2-3-1.pddl, 136, 542, 4, 12, 3.000000, -2, 0.007353, 0.392884, 1, 1.000000, 0.000000, 4.030641, 3.314763, 21,16,1,13,15,14,2,6,10,4,15,16,1.06667,11,2,2,1.06667,4,0,1.06667,6,1.73205,0,0,0,0,0,0,0,13
/home/isabel/domains/seq-opt/Citycar/domain.pddl, /home/isabel/domains/seq-opt/Citycar/p2-3-3-3-1.pddl, /home/isabel/domains/seq-opt/Citycar/domain_ready.txt, /home/isabel/domains/seq-opt/Citycar/problem_ready.txt, grounded-strips-citycar,grounded-strips-citycar-2-3-3,2,1,0,258,1,27,4,1341,0,1,3933,1599,0,1599,3959,0,1059,0,220,0,473,25,257,1341,10317,208,4, 2827, 10920, 0.0735762, 3.86275, 52.5, 0.0192308, 204, 13.476, 18.1421, 187, 13.476, 29.208, 2081, 52.5, 171.203,712, 52.3846, 137.421, 204, 0.980769, 14.1108, 528, 2.56731, 36.5209, 2081, 10.0048, 143.944, 528, 2.56731,36.5209,446, 3325, 13037, 0.255043, 0.134135, 1, 136, 6.36418, 0.0345021, 136, 6.36418, 0.0345021, 540, 22.6394,0.103506, 540,22.6394, 0.0345021,  1, /home/isabel/domains/seq-opt/Citycar/p2-3-3-3-1.pddl, 153, 725, 4, 17, 4.250000, -2, 0.019608, 0.491371, 1, 1.000000, 0.000000, 4.634985, 3.812942, 24,24,1,20,18,19,3,9,13,4,21,24,1.14286,15,3,3,1.14286,6,1,1.14286,6,2,0,0,0,0,0,0,0,19
/home/isabel/domains/seq-opt/Citycar/domain.pddl, /home/isabel/domains/seq-opt/Citycar/p2-3-4-3-1.pddl, /home/isabel/domains/seq-opt/Citycar/domain_ready.txt, /home/isabel/domains/seq-opt/Citycar/problem_ready.txt, grounded-strips-citycar,grounded-strips-citycar-2-3-4,2,1,0,280,1,32,5,1700,0,1,5009,1980,0,1980,5040,0,1324,0,231,0,506,32,340,1700,13038,214,5, 3430, 14472, 0.0623907, 4.21924, 67.6262, 0.0233645, 209, 15.8692, 18.9611, 187, 15.8692, 32.011, 2628, 67.6262, 212.194,712, 67.4673, 165.35, 209, 1.02804, 14.2697, 712, 6.23364, 64.0566, 2628, 14.8037, 182.801, 712, 6.23364,64.0566,468, 4219, 17121, 0.246423, 0.110927, 1, 136, 7.74688, 0.0340196, 136, 7.74688, 0.0340196, 540, 28.0794,0.102059, 540,28.0794, 0.0340196,  1, /home/isabel/domains/seq-opt/Citycar/p2-3-4-3-1.pddl, 170, 908, 4, 21, 5.250000, -3, 0.011765, 0.520048, 1, 1.000000, 0.000000, 7.812698, 6.784127, 40,32,1,25,25,24,4,12,17,4,27,32,1.18519,19,4,4,1.18519,8,1,1.18519,6,2,0,0,0,0,0,0,0,24
/home/isabel/domains/seq-opt/Citycar/domain.pddl, /home/isabel/domains/seq-opt/Citycar/p2-3-6-3-2.pddl, /home/isabel/domains/seq-opt/Citycar/domain_ready.txt, /home/isabel/domains/seq-opt/Citycar/problem_ready.txt, grounded-strips-citycar,grounded-strips-citycar-2-3-6,2,1,0,324,1,42,7,2418,0,1,7161,2742,0,2742,7202,0,1854,0,253,0,572,46,506,2418,18480,226,7, 4642, 22104, 0.0486859, 4.76174, 97.8053, 0.0309735, 219, 20.3009, 20.6131, 187, 20.3009, 36.2945, 3722, 97.8053, 292.359,972, 97.5664, 219.579, 219, 1.11504, 14.5801, 792, 12.9823, 96.6249, 3722, 23.6372, 254.185, 792, 12.9823,96.6249,512, 6007, 25817, 0.232676, 0.0852339, 1, 136, 10.292, 0.0331123, 136, 10.292, 0.0331123, 600, 38.7788,0.099337, 600,38.7788, 0.0331123,  1, /home/isabel/domains/seq-opt/Citycar/p2-3-6-3-2.pddl, 204, 1274, 4, 30, 7.500000, -3, 0.024510, 0.637387, 1, 1.000000, 0.000000, 9.589345, 8.463929, 49,48,1,42,41,37,6,18,25,4,39,48,1.23077,27,6,6,1.23077,12,1.73205,1.23077,6,2,0,0,0,0,0,0,0,38
/home/isabel/domains/seq-opt/Citycar/domain.pddl, /home/isabel/domains/seq-opt/Citycar/p3-3-2-2-1.pddl, /home/isabel/domains/seq-opt/Citycar/domain_ready.txt, /home/isabel/domains/seq-opt/Citycar/problem_ready.txt, grounded-strips-citycar,grounded-strips-citycar-3-3-2,2,1,0,481,1,28,3,2220,0,1,6459,2701,0,2701,6486,0,1802,0,447,0,922,7,40,2220,16732,431,3, 4929, 17098, 0.0874417, 3.46886, 39.6705, 0.00696056, 428, 11.3619, 26.1291, 415, 11.3619, 39.4593, 3458, 39.6705, 200.262,1611, 39.5963, 165.308, 428, 0.993039, 20.5921, 1000, 2.32947, 48.1121, 3458, 8.0232, 166.373, 1000, 2.32947,48.1121,888, 5487, 20643, 0.265804, 0.161837, 1, 305, 5.13882, 0.0240283, 305, 5.13882, 0.0240283, 1220, 17.9818,0.0720848, 1220,17.9818, 0.0240283,  1, /home/isabel/domains/seq-opt/Citycar/p3-3-2-2-1.pddl, 267, 1220, 4, 12, 3.000000, -2, -0.003745, 0.329545, 1, 1.000000, 0.000000, 4.276543, 4.628395, 30,16,1,6,16,12,2,4,9,4,13,12,0.923077,9,2,2,0.923077,2,0,0.923077,5,1.41421,0,0,0,0,0,0,0,13
/home/isabel/domains/seq-opt/Citycar/domain.pddl, /home/isabel/domains/seq-opt/Citycar/p3-3-2-2-2.pddl, /home/isabel/domains/seq-opt/Citycar/domain_ready.txt, /home/isabel/domains/seq-opt/Citycar/problem_ready.txt, grounded-strips-citycar,grounded-strips-citycar-3-3-2,2,1,0,481,1,28,3,2220,0,1,6459,2701,0,2701,6486,0,1802,0,447,0,922,7,40,2220,16732,431,3, 4929, 17098, 0.0874417, 3.46886, 39.6705, 0.00696056, 428, 11.3619, 26.1291, 415, 11.3619, 39.4593, 3458, 39.6705, 200.261,1611, 39.5963, 165.3, 428, 0.993039, 20.5921, 1000, 2.32947, 48.1121, 3458, 8.0232, 166.373, 1000, 2.32947,48.1121,888, 5487, 20643, 0.265804, 0.161837, 1, 305, 5.13882, 0.0240283, 305, 5.13882, 0.0240283, 1220, 17.9818,0.0720848, 1220,17.9818, 0.0240283,  1, /home/isabel/domains/seq-opt/Citycar/p3-3-2-2-2.pddl, 267, 1220, 4, 12, 3.000000, -3, -0.007491, 0.377182, 1, 1.000000, 0.000000, 4.375309, 5.414815, 34,16,1,6,16,12,2,4,9,4,13,12,0.923077,9,2,2,0.923077,2,0,0.923077,5,1.41421,0,0,0,0,0,0,0,14
/home/isabel/domains/seq-opt/Citycar/domain.pddl, /home/isabel/domains/seq-opt/Citycar/p3-3-2-3-1.pddl, /home/isabel/domains/seq-opt/Citycar/domain_ready.txt, /home/isabel/domains/seq-opt/Citycar/problem_ready.txt, grounded-strips-citycar,grounded-strips-citycar-3-3-2,2,1,0,481,1,28,3,2220,0,1,6459,2701,0,2701,6486,0,1802,0,447,0,922,7,40,2220,16732,431,3, 4929, 17098, 0.0874417, 3.46886, 39.6705, 0.00696056, 428, 11.3619, 26.1291, 415, 11.3619, 39.4593, 3458, 39.6705, 200.261,1611, 39.5963, 165.3, 428, 0.993039, 20.5921, 1000, 2.32947, 48.1121, 3458, 8.0232, 166.373, 1000, 2.32947,48.1121,888, 5487, 20643, 0.265804, 0.161837, 1, 305, 5.13882, 0.0240283, 305, 5.13882, 0.0240283, 1220, 17.9818,0.0720848, 1220,17.9818, 0.0240283,  1, /home/isabel/domains/seq-opt/Citycar/p3-3-2-3-1.pddl, 267, 1220, 4, 11, 2.750000, -2, 0.000000, 0.287049, 1, 1.000000, 0.000000, 3.898766, 3.916049, 25,16,1,6,16,12,2,4,9,4,13,12,0.923077,9,2,2,0.923077,2,0,0.923077,5,1.41421,0,0,0,0,0,0,0,14
/home/isabel/domains/seq-opt/Citycar/domain.pddl, /home/isabel/domains/seq-opt/Citycar/p3-3-2-3-2.pddl, /home/isabel/domains/seq-opt/Citycar/domain_ready.txt, /home/isabel/domains/seq-opt/Citycar/problem_ready.txt, grounded-strips-citycar,grounded-strips-citycar-3-3-2,2,1,0,481,1,28,3,2220,0,1,6459,2701,0,2701,6486,0,3022,0,475,0,950,5,10,2220,17960,459,3, 6711, 21504, 0.0683952, 3.20429, 46.8497, 0.00653595, 456, 14.5512, 26.9701, 407, 14.5512, 34.2381, 4260, 46.8497, 219.795,1200, 46.78, 136.597, 456, 0.993464, 21.2611, 1000, 2.18736, 46.6249, 4260, 9.28105, 198.623, 1000, 2.18736,46.6249,918, 6289, 24651, 0.255121, 0.145969, 1, 301, 6.85076, 0.0232872, 301, 6.85076, 0.0232872, 1196, 23.4673,0.0698615, 1196,23.4673, 0.0232872,  1, /home/isabel/domains/seq-opt/Citycar/p3-3-2-3-2.pddl, 267, 1220, 4, 12, 3.000000, -3, -0.007491, 0.367118, 1, 1.000000, 0.000000, 4.355556, 5.634568, 35,16,1,6,16,13,2,4,9,4,14,12,0.857143,10,2,2,0.857143,1,0,0.857143,5,1.41421,0,0,0,0,0,0,0,13
/home/isabel/domains/seq-opt/Citycar/domain.pddl, /home/isabel/domains/seq-opt/Citycar/p3-3-3-3-1.pddl, /home/isabel/domains/seq-opt/Citycar/domain_ready.txt, /home/isabel/domains/seq-opt/Citycar/problem_ready.txt, grounded-strips-citycar,grounded-strips-citycar-3-3-3,2,1,0,511,1,34,4,3030,0,1,8888,3541,0,3541,8921,0,4233,0,505,0,1010,5,10,3030,24512,481,4, 8915, 31356, 0.053954, 3.51722, 65.1892, 0.00831601, 477, 18.4345, 28.7596, 408, 18.4345, 37.8645, 5890, 65.1892, 297.934,1400, 65.0894, 174.991, 477, 0.991684, 21.7267, 1200, 2.50728, 54.658, 5890, 12.2453, 268.282, 1200, 2.50728,54.658,962, 8711, 35509, 0.245318, 0.110435, 1, 302, 9.05509, 0.0227506, 302, 9.05509, 0.0227506, 1192, 31.4439,0.0682519, 1192,31.4439, 0.0227506,  1, /home/isabel/domains/seq-opt/Citycar/p3-3-3-3-1.pddl, 291, 1630, 4, 19, 4.750000, -5, 0.006873, 0.438626, 1, 1.000000, 0.000000, 7.083857, 4.986996, 33,24,1,10,24,18,3,6,13,4,21,18,0.857143,15,3,3,0.857143,1,0,0.857143,5,1.41421,0,0,0,0,0,0,0,19
/home/isabel/domains/seq-opt/Citycar/domain.pddl, /home/isabel/domains/seq-opt/Citycar/p3-3-3-3-2.pddl, /home/isabel/domains/seq-opt/Citycar/domain_ready.txt, /home/isabel/domains/seq-opt/Citycar/problem_ready.txt, grounded-strips-citycar,grounded-strips-citycar-3-3-3,2,1,0,511,1,34,4,3030,0,1,8888,3541,0,3541,8921,0,4233,0,505,0,1010,5,10,3030,24512,481,4, 8915, 31356, 0.053954, 3.51722, 65.1892, 0.00831601, 477, 18.4345, 28.7613, 408, 18.4345, 37.8702, 5890, 65.1892, 297.937,1400, 65.0894, 175.009, 477, 0.991684, 21.7267, 1200, 2.50728, 54.658, 5890, 12.2453, 268.282, 1200, 2.50728,54.658,962, 8711, 35509, 0.245318, 0.110435, 1, 302, 9.05509, 0.0227506, 302, 9.05509, 0.0227506, 1192, 31.4428,0.0682519, 1192,31.4428, 0.0227506,  1, /home/isabel/domains/seq-opt/Citycar/p3-3-3-3-2.pddl, 291, 1630, 4, 16, 4.000000, -3, 0.006873, 0.361299, 1, 1.000000, 0.000000, 4.906278, 4.413901, 28,24,1,10,24,18,3,6,13,4,19,18,0.947368,13,3,3,0.947368,3,0,0.947368,5,1.41421,0,0,0,0,0,0,0,17
/home/isabel/domains/seq-opt/Floortile/domain.pddl, /home/isabel/domains/seq-opt/Floortile/p01-4-3-2.pddl, /home/isabel/domains/seq-opt/Floortile/domain.pddl, /home/isabel/domains/seq-opt/Floortile/p01-4-3-2.pddl, floor-tile,p01-432,2,4,19,11,1,64,12,7,0,1,50,375,456,831,1049,0,0,0,19,0,94,34,154,188,1299,19,12, 134, 544, 0.141791, 4.0597, 28.6316, 0.631579, 15, 7.05263, 4.14822, 15, 7.05263, 3.50148, 136, 28.6316, 38.5257,44, 28.6316, 12.5329, 6, 3.21053, 2.50429, 40, 20.5263, 16.5541, 16, 7.78947, 6.28766, 40, 20.5263,16.5541,94, 540, 1436, 0.376045, 0.174074, 1, 18, 6.30877, 1.10823, 26, 6.30877, 1.53683, 42, 15.7614,2.32057, 74,15.7614, 1.53683,  1, /home/isabel/domains/seq-opt/Floortile/p01-4-3-2.pddl, 79, 192, 3, 20, 6.666667, -3, 0.000000, 0.856841, 1, 1.000000, 0.000000, 8.494791, 1.614583, 16,31,1,31,30,22,12,18,16,3,31,27,0.870968,15,12,4,0.870968,3,0,0.870968,3,0,4,2,19,2,0,0,15,28
/home/isabel/domains/seq-opt/Floortile/domain.pddl, /home/isabel/domains/seq-opt/Floortile/p01-4-4-2.pddl, /home/isabel/domains/seq-opt/Floortile/domain.pddl, /home/isabel/domains/seq-opt/Floortile/p01-4-4-2.pddl, floor-tile,p01-442,2,4,24,11,1,87,16,7,0,1,50,501,606,1107,1409,0,0,0,24,0,124,44,204,256,1764,24,16, 182, 752, 0.131868, 4.13187, 31.3333, 0.666667, 20, 7.58333, 5.58955, 20, 7.58333, 4.27119, 188, 31.3333, 49.3919,62, 31.3333, 14.3836, 6, 3.5, 2.53311, 40, 22.3333, 16.7299, 16, 8.66667, 6.49786, 40, 22.3333,16.7299,124, 752, 2000, 0.376, 0.164894, 1, 28, 6.84167, 0.997465, 34, 6.84167, 1.38324, 66, 17.2667,2.08864, 98,17.2667, 1.38324,  1, /home/isabel/domains/seq-opt/Floortile/p01-4-4-2.pddl, 104, 260, 4, 29, 7.250000, -3, 0.000000, 0.832050, 1, 1.000000, 0.000000, 11.061539, 1.792308, 27,48,1,48,46,30,16,26,24,4,44,40,0.909091,22,16,6,0.909091,3,0,0.909091,5,0,4,2,24,2,0,0,20,32
/home/isabel/domains/seq-opt/Floortile/domain.pddl, /home/isabel/domains/seq-opt/Floortile/p01-5-3-2.pddl, /home/isabel/domains/seq-opt/Floortile/domain.pddl, /home/isabel/domains/seq-opt/Floortile/p01-5-3-2.pddl, floor-tile,p01-532,2,4,22,11,1,77,15,7,0,1,50,453,548,1001,1271,0,0,0,22,0,112,40,184,232,1593,22,15, 162, 672, 0.135802, 4.14815, 30.5455, 0.681818, 18, 7.36364, 5.05016, 18, 7.36364, 3.96055, 168, 30.5455, 45.6476,54, 30.5455, 13.3237, 6, 3.5, 2.44485, 40, 22.6364, 16.3082, 16, 8.54545, 6.18449, 40, 22.6364,16.3082,112, 664, 1768, 0.375566, 0.168675, 1, 28, 6.63636, 1.0377, 26, 6.63636, 1.43903, 66, 16.6162,2.17289, 74,16.6162, 1.43903,  1, /home/isabel/domains/seq-opt/Floortile/p01-5-3-2.pddl, 94, 236, 4, 27, 6.750000, -3, 0.000000, 0.887262, 1, 1.000000, 0.000000, 10.648305, 2.398305, 31,40,1,40,38,29,15,25,22,4,42,37,0.880952,22,15,5,0.880952,3,0,0.880952,5,0,4,2,22,2,0,0,18,38
/home/isabel/domains/seq-opt/Floortile/domain.pddl, /home/isabel/domains/seq-opt/Floortile/p01-5-4-2.pddl, /home/isabel/domains/seq-opt/Floortile/domain.pddl, /home/isabel/domains/seq-opt/Floortile/p01-5-4-2.pddl, floor-tile,p01-542,2,4,28,11,1,105,20,7,0,1,50,607,730,1337,1711,0,0,0,28,0,148,52,244,316,2164,28,20, 220, 928, 0.127273, 4.21818, 33.1429, 0.714286, 24, 7.85714, 6.62093, 24, 7.85714, 4.88229, 232, 33.1429, 57.8556,76, 33.1429, 15.977, 6, 3.78571, 2.45469, 40, 24.4286, 16.3564, 16, 9.42857, 6.34389, 40, 24.4286,16.3564,148, 924, 2460, 0.37561, 0.160173, 1, 32, 7.15476, 0.929209, 44, 7.15476, 1.28858, 78, 18.1131,1.94571, 128,18.1131, 1.28858,  1, /home/isabel/domains/seq-opt/Floortile/p01-5-4-2.pddl, 124, 320, 5, 36, 7.200000, -3, 0.000000, 0.861357, 1, 1.000000, 0.000000, 12.312500, 2.225000, 43,64,1,64,63,38,20,31,29,5,52,42,0.807692,27,20,5,0.807692,3,0,0.807692,3,0,4,2,28,2,0,0,24,49
/home/isabel/domains/seq-opt/Floortile/domain.pddl, /home/isabel/domains/seq-opt/Floortile/p01-5-5-2.pddl, /home/isabel/domains/seq-opt/Floortile/domain.pddl, /home/isabel/domains/seq-opt/Floortile/p01-5-5-2.pddl, floor-tile,p01-642,2,4,34,11,1,133,25,7,0,1,50,761,912,1673,2151,0,0,0,34,0,184,64,304,400,2735,34,25, 278, 1184, 0.122302, 4.25899, 34.8235, 0.735294, 30, 8.17647, 7.99438, 30, 8.17647, 5.75209, 296, 34.8235, 68.4589,98, 34.8235, 18.85, 6, 3.97059, 2.4433, 40, 25.5882, 16.2826, 16, 10, 6.38012, 40, 25.5882,16.2826,184, 1184, 3152, 0.375635, 0.155405, 1, 38, 7.48627, 0.848755, 60, 7.48627, 1.17701, 90, 19.051,1.77725, 176,19.051, 1.17701,  1, /home/isabel/domains/seq-opt/Floortile/p01-5-5-2.pddl, 154, 404, 5, 47, 9.400000, -3, 0.000000, 0.904534, 1, 1.000000, 0.000000, 13.136139, 2.943069, 68,84,1,84,83,48,25,40,37,5,66,53,0.80303,35,25,6,0.80303,3,0,0.80303,5,0,4,2,34,2,0,0,30,64
/home/isabel/domains/seq-opt/Floortile/domain.pddl, /home/isabel/domains/seq-opt/Floortile/p01-6-4-2.pddl, /home/isabel/domains/seq-opt/Floortile/domain.pddl, /home/isabel/domains/seq-opt/Floortile/p01-6-4-2.pddl, floor-tile,p01-642,2,4,32,11,1,123,24,7,0,1,50,713,854,1567,2013,0,0,0,32,0,172,60,284,376,2564,32,24, 258, 1104, 0.124031, 4.27907, 34.5, 0.75, 28, 8.0625, 7.56198, 28, 8.0625, 5.47116, 276, 34.5, 65.5572,90, 34.5, 17.6564, 6, 4, 2.37171, 40, 26, 15.8902, 16, 10, 6.16441, 40, 26,15.8902,172, 1096, 2920, 0.375342, 0.156934, 1, 38, 7.38839, 0.873219, 52, 7.38839, 1.21094, 90, 18.7277,1.82848, 152,18.7277, 1.21094,  1, /home/isabel/domains/seq-opt/Floortile/p01-6-4-2.pddl, 144, 380, 5, 43, 8.600000, -4, 0.000000, 0.942809, 1, 1.000000, 0.000000, 12.671053, 3.418421, 77,76,1,76,74,44,24,40,35,5,66,53,0.80303,37,24,5,0.80303,3,0,0.80303,4,0,4,2,32,2,0,0,28,58
/home/isabel/domains/seq-opt/Floortile/domain.pddl, /home/isabel/domains/seq-opt/Floortile/p01-6-5-2.pddl, /home/isabel/domains/seq-opt/Floortile/domain.pddl, /home/isabel/domains/seq-opt/Floortile/p01-6-5-2.pddl, floor-tile,p01-652,2,4,39,11,1,156,30,7,0,1,50,895,1068,1963,2533,0,0,0,39,0,214,74,354,476,3241,39,30, 326, 1408, 0.119632, 4.31902, 36.1026, 0.769231, 35, 8.35897, 9.02841, 35, 8.35897, 6.43104, 352, 36.1026, 77.1571,116, 36.1026, 21.0589, 6, 4.17949, 2.352, 40, 27.1282, 15.7597, 16, 10.5641, 6.17603, 40, 27.1282,15.7597,214, 1404, 3740, 0.375401, 0.152422, 1, 48, 7.70842, 0.795561, 68, 7.70842, 1.10324, 114, 19.6396,1.66586, 200,19.6396, 1.10324,  1, /home/isabel/domains/seq-opt/Floortile/p01-6-5-2.pddl, 179, 480, 5, 53, 10.600000, -4, 0.000000, 0.909294, 1, 1.000000, 0.000000, 15.160417, 4.127083, 81,102,1,102,100,52,30,50,42,5,82,66,0.804878,45,30,7,0.804878,3,0,0.804878,5,0,4,2,39,2,0,0,35,72
/home/isabel/domains/seq-opt/Floortile/domain.pddl, /home/isabel/domains/seq-opt/Floortile/p02-4-4-2.pddl, /home/isabel/domains/seq-opt/Floortile/domain.pddl, /home/isabel/domains/seq-opt/Floortile/p02-4-4-2.pddl, floor-tile,p02-442,2,4,24,11,1,87,16,7,0,1,50,501,606,1107,1409,0,0,0,24,0,124,44,204,256,1764,24,16, 182, 752, 0.131868, 4.13187, 31.3333, 0.666667, 20, 7.58333, 5.58955, 20, 7.58333, 4.27119, 188, 31.3333, 49.3919,62, 31.3333, 14.3836, 6, 3.5, 2.53311, 40, 22.3333, 16.7299, 16, 8.66667, 6.49786, 40, 22.3333,16.7299,124, 752, 2000, 0.376, 0.164894, 1, 28, 6.84167, 0.997465, 34, 6.84167, 1.38324, 66, 17.2667,2.08864, 98,17.2667, 1.38324,  1, /home/isabel/domains/seq-opt/Floortile/p02-4-4-2.pddl, 104, 260, 6, 37, 6.166667, -3, 0.000000, 0.909353, 1, 1.000000, 0.000000, 12.157692, 4.250000, 69,54,1,54,54,36,16,25,24,6,42,36,0.857143,21,16,5,0.857143,3,0,0.857143,4,0,4,2,24,2,0,0,20,43
/home/isabel/domains/seq-opt/Floortile/domain.pddl, /home/isabel/domains/seq-opt/Floortile/p02-5-3-2.pddl, /home/isabel/domains/seq-opt/Floortile/domain.pddl, /home/isabel/domains/seq-opt/Floortile/p02-5-3-2.pddl, floor-tile,p02-532,2,4,22,11,1,77,15,7,0,1,50,453,548,1001,1271,0,0,0,22,0,112,40,184,232,1593,22,15, 162, 672, 0.135802, 4.14815, 30.5455, 0.681818, 18, 7.36364, 5.05016, 18, 7.36364, 3.96055, 168, 30.5455, 45.6476,54, 30.5455, 13.3237, 6, 3.5, 2.44485, 40, 22.6364, 16.3082, 16, 8.54545, 6.18449, 40, 22.6364,16.3082,112, 664, 1768, 0.375566, 0.168675, 1, 28, 6.63636, 1.0377, 26, 6.63636, 1.43903, 66, 16.6162,2.17289, 74,16.6162, 1.43903,  1, /home/isabel/domains/seq-opt/Floortile/p02-5-3-2.pddl, 94, 236, 4, 26, 6.500000, -3, 0.000000, 0.887262, 1, 1.000000, 0.000000, 11.389831, 3.288136, 37,36,1,36,37,26,15,24,21,4,41,36,0.878049,21,15,5,0.878049,3,0,0.878049,3,0,4,2,22,2,0,0,18,38
/home/isabel/domains/seq-opt/Floortile/domain.pddl, /home/isabel/domains/seq-opt/Floortile/p02-5-4-2.pddl, /home/isabel/domains/seq-opt/Floortile/domain.pddl, /home/isabel/domains/seq-opt/Floortile/p02-5-4-2.pddl, floor-tile,p02-542,2,4,28,11,1,105,20,7,0,1,50,607,730,1337,1711,0,0,0,28,0,148,52,244,316,2164,28,20, 220, 928, 0.127273, 4.21818, 33.1429, 0.714286, 24, 7.85714, 6.62093, 24, 7.85714, 4.88229, 232, 33.1429, 57.8556,76, 33.1429, 15.977, 6, 3.78571, 2.45469, 40, 24.4286, 16.3564, 16, 9.42857, 6.34389, 40, 24.4286,16.3564,148, 924, 2460, 0.37561, 0.160173, 1, 32, 7.15476, 0.929209, 44, 7.15476, 1.28858, 78, 18.1131,1.94571, 128,18.1131, 1.28858,  1, /home/isabel/domains/seq-opt/Floortile/p02-5-4-2.pddl, 124, 320, 5, 38, 7.600000, -3, 0.000000, 0.889001, 1, 1.000000, 0.000000, 10.106251, 3.328125, 49,71,1,71,70,38,20,32,30,5,53,43,0.811321,28,20,5,0.811321,3,0,0.811321,4,0,4,2,28,2,0,0,24,46
/home/isabel/domains/seq-opt/Floortile/domain.pddl, /home/isabel/domains/seq-opt/Floortile/p02-5-5-2.pddl, /home/isabel/domains/seq-opt/Floortile/domain.pddl, /home/isabel/domains/seq-opt/Floortile/p02-5-5-2.pddl, floor-tile,p02-642,2,4,34,11,1,133,25,7,0,1,50,761,912,1673,2151,0,0,0,34,0,184,64,304,400,2735,34,25, 278, 1184, 0.122302, 4.25899, 34.8235, 0.735294, 30, 8.17647, 7.99438, 30, 8.17647, 5.75209, 296, 34.8235, 68.4589,98, 34.8235, 18.85, 6, 3.97059, 2.4433, 40, 25.5882, 16.2826, 16, 10, 6.38012, 40, 25.5882,16.2826,184, 1184, 3152, 0.375635, 0.155405, 1, 38, 7.48627, 0.848755, 60, 7.48627, 1.17701, 90, 19.051,1.77725, 176,19.051, 1.17701,  1, /home/isabel/domains/seq-opt/Floortile/p02-5-5-2.pddl, 154, 404, 4, 40, 10.000000, -4, 0.000000, 0.890061, 1, 1.000000, 0.000000, 15.504951, 3.410891, 50,71,1,71,69,42,25,40,34,4,67,56,0.835821,35,25,7,0.835821,3,0,0.835821,3,0,4,2,34,2,0,0,30,61
