@relation sat-problems

@attribute domain {termes, spider, grounded-strips-spider, snake, settlers, grounded-strips-settlers, organic-synthesis, nurikabe, organic-synthesis-split, grounded-strips-nurikabe, flashfill, grounded-strips-flashfill, data-network, caldera, grounded-strips-caldera, caldera-split, grounded-strips-caldera-split, agricola , '?'}
@attribute task_name string
@attribute requirements numeric
@attribute types numeric
@attribute objects numeric
@attribute predicates numeric
@attribute functions numeric
@attribute init numeric
@attribute goal numeric
@attribute actions numeric
@attribute axioms numeric
@attribute use_min_cost_metric numeric
@attribute generated_rules numeric
@attribute relevant_atoms numeric
@attribute auxiliary_atoms numeric
@attribute final_queue_length numeric
@attribute total_queue_pushes numeric
@attribute implied_effects_removed numeric
@attribute effect_conditions_simplified numeric
@attribute implied_preconditions_added numeric
@attribute translator_variables numeric
@attribute translator_derived_variables numeric
@attribute translator_facts numeric
@attribute translator_mutex_groups numeric
@attribute translator_total_mutex_groups_size numeric
@attribute translator_operators numeric
@attribute translator_task_size numeric
@attribute numberVariablesCG numeric
@attribute highLevelVariablesCG numeric
@attribute totalEdgesCG numeric
@attribute totalWeightCG numeric
@attribute veRatio numeric
@attribute weRatio numeric
@attribute wvRatio numeric
@attribute hvRatio numeric
@attribute inputEdgeCGMax numeric
@attribute inputEdgeCGAvg numeric
@attribute inputEdgeCGStd numeric
@attribute outputEdgeCGMax numeric
@attribute outputEdgeCGAvg numeric
@attribute outputEdgeCGStd numeric
@attribute inputWeightCGMax numeric
@attribute inputWeightCGAvg numeric
@attribute inputWeightCGStd numeric
@attribute outputWeightCGMax numeric
@attribute outputWeightCGAvg numeric
@attribute outputWeightCGStd numeric
@attribute inputEdgeHVMax numeric
@attribute inputEdgeHVAvg numeric
@attribute inputEdgeHVStd numeric
@attribute outputEdgeHVMax numeric
@attribute outputEdgeHVAvg numeric
@attribute outputEdgeHVStd numeric
@attribute inputWeightHVMax numeric
@attribute inputWeightHVAvg numeric
@attribute inputWeightHVStd numeric
@attribute outputWeightHVMax numeric
@attribute outputWeightHVAvg numeric
@attribute outputWeightHVStd numeric
@attribute numberVariablesDTG numeric
@attribute totalEdgesDTG numeric
@attribute totalWeigthDTG numeric
@attribute edVaRatioDTG numeric
@attribute weEdRatioDTG numeric
@attribute weVaRatioDTG numeric
@attribute inputEdgeDTGMax numeric
@attribute inputEdgeDTGAvg numeric
@attribute inputEdgeDTGStd numeric
@attribute outputEdgeDTGMax numeric
@attribute outputEdgeDTGAvg numeric
@attribute outputEdgeDTGStd numeric
@attribute inputWeightDTGMax numeric
@attribute inputWeightDTGAvg numeric
@attribute inputWeightDTGStd numeric
@attribute outputWeightDTGMax numeric
@attribute outputWeightDTGAvg numeric
@attribute outputWeightDTGStd numeric
@attribute no numeric
@attribute file string
@attribute num_relevant_facts numeric
@attribute num_actions numeric
@attribute h_max numeric
@attribute h_ff numeric
@attribute h_ff_ratio numeric
@attribute rp_fact_balance_min numeric
@attribute rp_fact_balance_avg numeric
@attribute rp_fact_balance_var numeric
@attribute rp_goal_balance_min numeric
@attribute rp_goal_balance_avg numeric
@attribute rp_goal_balance_var numeric
@attribute balance_Ratio numeric
@attribute Unbalance_Ratio numeric
@attribute Balance_Distorsion numeric
@attribute Additive numeric
@attribute Blind numeric
@attribute Causal_graph numeric
@attribute Context-enhanced_additive numeric
@attribute FF numeric
@attribute Goal_count numeric
@attribute Landmark_count numeric
@attribute Landmark-cut numeric
@attribute Max numeric
@attribute n_landmarks numeric
@attribute numberEdges numeric
@attribute edVaratioLand numeric
@attribute numberFatherNodes numeric
@attribute numberChildrenNodes numeric
@attribute nodosbetween numeric
@attribute avginput numeric
@attribute maxinput numeric
@attribute stdinput numeric
@attribute avgoutput numeric
@attribute maxoutput numeric
@attribute stdoutput numeric
@attribute blackVariables numeric
@attribute blackRootVariables numeric
@attribute redBlackVariables numeric
@attribute allpairsvaluesconnected numeric
@attribute allvaluesconnectedgoal numeric
@attribute blackstronglpyarents numeric
@attribute Maximaleffectsblack  numeric
@attribute Hred-black numeric
@attribute planner {mercury,siw,jasper,bfs-f,arvand,lamar,fd-autotune-1,fd-autotune-2,fdss-2,lama-2008,lama-2011,lpg,madagascar,madagascar-p,probe,yahsp2-mt}
@attribute class {True,False}

@data
nurikabe,random-11x11-345,2,4,146,13,0,587,14,4,0,0,39,24874,4566,29440,596699,0,45100,0,1241,0,2650,16,200,21354,488980,1241,14, 20868, 1188097, 0.059469, 56.9339, 957.371, 0.0112812, 1233, 16.8155, 64.5258, 251, 16.8155, 24.9215, 223609, 957.371, 8789.71,84280, 957.371, 2808.41, 0, 0, 0, 2, 0.0225624, 0.211225, 0, 0, 0, 2, 0.0225624,0.211225,2636, 223673, 1411770, 0.158434, 0.0117851, 1, 21227, -9000, 0.0141819, 21240, -9000, 0.0141819, 147781, -9000,0.0992732, 147807,-9000, 0.0141819,  1, /home/isabel/ipc2018/opt/nurikabe/p17.pddl, 4120, 21354, 21, 123, 5.857143, -11, 0.000000, 0.559126, 0, 0.000000, 0.000000, 6.580387, 4.850755, 505,?,?,?,?,?,?,?,?,?,148,477,3.22297,54,14,80,3.22297,56,5.2915,3.22297,17,3.4641,?,?,?,?,?,?,?, ?,fdss-2, True
nurikabe,random-10x10-252,2,4,124,13,0,485,15,4,0,0,39,16299,3817,20116,341736,0,20319,0,893,0,1922,17,170,12777,251424,893,15, 14910, 591375, 0.0598927, 39.663, 662.234, 0.0167973, 879, 16.6965, 55.3644, 205, 16.6965, 23.4876, 114285, 662.234, 5231.51,50172, 662.234, 1944.4, 0, 0, 0, 2, 0.0335946, 0.257023, 0, 0, 0, 2, 0.0335946,0.257023,1896, 114339, 705714, 0.162019, 0.0165823, 1, 12670, -9000, 0.0167131, 12684, -9000, 0.0167131, 88061, -9000,0.116992, 88089,-9000, 0.0167131,  1, /home/isabel/ipc2018/opt/nurikabe/p15.pddl, 3561, 12777, 20, 103, 5.150000, -7, 0.000000, 0.554272, 0, 0.000000, 0.000000, 7.294058, 7.641570, 661,?,?,?,?,?,?,?,?,?,141,399,2.82979,55,15,71,2.82979,61,5.65685,2.82979,16,3.16228,?,?,?,?,?,?,?, ?,fdss-2, True
grounded-strips-settlers,grounded-strips-popt-small-01-easy,2,1,0,1396,1,451,2,12152,0,1,36565,13548,0,13548,37016,0,18499,0,1277,0,2635,151,380,12152,89679,1202,2, 33057, 198414, 0.0363614, 6.00218, 165.07, 0.00166389, 394, 26.8103, 45.5411, 478, 26.8103, 53.2822, 6061, 165.07, 718.558,7015, 163.84, 845.757, 394, 0.336106, 11.363, 6903, 5.74709, 199.024, 862, 0.730449, 24.8566, 6903, 5.74709,199.024,2475, 42109, 238655, 0.176443, 0.058776, 1, 488, 16.9416, 0.648439, 484, 16.7872, 0.5908, 1583, 58.0512,2.29115, 1575,57.555, 0.5908,?,?,?,?,?,?,?,?,?,?,?,?, ?, ?, ?, ?,23,1,4,23,17,1,4,15,9,14,19,1.35714,10,1,3,1.35714,3,0,1.35714,10,2.64575,?,?,?,?,?,?,?,17,fdss-2, True
data-network,p7-3-15-small-network-10,5,5,43,10,4,230,1,5,0,1,61,1824,4383,6207,8822,0,224,0,57,0,150,4,44,1477,9289,57,1, 299, 6333, 0.190635, 21.1806, 111.105, 0.0175439, 12, 5.24561, 3.20242, 34, 5.24561, 6.81402, 705, 111.105, 120.89,1515, 111.105, 231.888, 2, 0.0350877, 0.262572, 1, 0.0175439, 0.131286, 16, 0.280702, 2.10058, 1, 0.0175439,0.131286,150, 2463, 7488, 0.328926, 0.0609013, 1, 454, 12.7399, 0.0650647, 432, 12.7399, 0.0650647, 1435, 30.1863,0.130129, 1361,30.1863, 0.0650647,  1, /home/isabel/ipc2018/opt/data-network/p11.pddl, 125, 1480, 5, 7, 1.400000, -4, 0.008000, 0.558512, 1, 1.000000, 0.000000, 3.317568, 2.125676, 16,8,1,2,8,7,1,2,5,5,6,8,1.33333,4,1,1,1.33333,2,0,1.33333,5,1.73205,3,0,57,0,0,0,1,7,fdss-2, True
data-network,p9-3-16-ring-network-18,5,5,49,10,4,384,3,5,0,1,61,4286,7777,12063,18926,0,492,0,131,0,319,7,71,3801,23518,131,3, 867, 15763, 0.151096, 18.1811, 120.328, 0.0229008, 19, 6.61832, 4.76863, 71, 6.61832, 10.7266, 1292, 120.328, 154.898,2673, 120.328, 291.431, 2, 0.0458015, 0.299174, 1, 0.0229008, 0.149587, 28, 0.458015, 3.11181, 1, 0.0229008,0.149587,319, 6755, 20376, 0.331517, 0.0472243, 1, 931, 15.3966, 0.0433517, 931, 15.3966, 0.0433517, 2839, 34.0026,0.0867035, 2839,34.0026, 0.0433517,  1, /home/isabel/ipc2018/opt/data-network/p19.pddl, 258, 3803, 5, 16, 3.200000, -5, 0.011628, 0.649881, 1, 1.000000, 0.000000, 8.624770, 6.685248, 53,25,1,6,25,15,3,6,10,5,19,46,2.42105,11,3,5,2.42105,7,2,2.42105,10,3.31662,2,0,131,0,0,0,1,15,fdss-2, True
organic-synthesis,alkene_p17,4,34,33,5,0,62,64,12,0,0,277,1367,6314,7681,14055,0,1728,0,14,0,28,0,0,432,5880,12,6, 114, 13720, 0.105263, 120.351, 1143.33, 0.5, 11, 8.16667, 3.93347, 9, 8.16667, 0.897527, 3188, 1143.33, 866.778,1672, 995, 403.084, 11, 3.5, 4.97494, 890, 381.833, 391.442, 1816, 423, 679.449, 890, 381.833,391.442,24, 16, 44, 0.363636, 1.5, 1, 2, 0.666667, 0.132309, 2, 0.666667, 0.132309, 6, 2,0.396928, 6,2, 0.132309,?,?,?,?,?,?,?,?,?,?,?,?, ?, ?, ?, ?,6,1,6,6,2,6,6,1,1,14,16,1.14286,8,6,0,1.14286,6,1.41421,1.14286,3,1,?,?,?,?,?,?,?,2,fdss-2, True
organic-synthesis-split,initialbonds10arom,3,34,66,1237,1,110,32,1252,0,1,6310,215813,385632,601445,911433,0,309832,0,4322,0,8644,0,0,204356,1404482,4207,32, 318309, 1396736, 0.0132167, 4.38799, 332.003, 0.00760637, 1030, 73.8659, 108.707, 2097, 73.8659, 116.2, 26146, 332.003, 739.905,17110, 322.425, 1170.68, 657, 0.628001, 11.928, 16920, 4.43047, 260.878, 26146, 7.08201, 403.257, 16920, 4.43047,260.878,8274, 533725, 1823010, 0.292771, 0.0155024, 1, 4272, -9000, 3.16754, 4272, -9000, 3.16754, 15525, -9000,3.02882, 15525,-9000, 3.16754,?,?,?,?,?,?,?,?,?,?,?,?, ?, ?, ?, ?,238,1,71,238,86,14,14,21,11,46,28,0.608696,15,31,0,0.608696,14,1.73205,0.608696,2,0,70,70,4207,0,0,0,0,79,fdss-2, True
caldera,p6_hosts_trial_1,4,19,119,31,0,90,5,8,0,0,285,23790,5531,29321,203672,0,0,0,367,0,734,0,0,19105,488949,277,5, 28391, 2076813, 0.00975661, 73.1504, 7497.52, 0.0180505, 275, 92.7617, 74.9631, 180, 92.7617, 47.9407, 76499, 7497.52, 12823.9,23130, 6770.18, 8415.06, 210, 3.79061, 27.9582, 3882, 70.0722, 516.827, 2888, 52.13, 384.492, 3882, 70.0722,516.827,554, 51054, 824091, 0.0619519, 0.0108513, 1, 1080, 92.1552, 0.179602, 1080, 92.1552, 0.179602, 14055, 1136.18,0.359204, 14055,1136.18, 0.179602,?,?,?,?,?,?,?,?,?,?,?,?, ?, ?, ?, ?,?,?,?,?,?,?,?,?,?,55,158,2.87273,27,5,23,2.87273,26,4.47214,2.87273,17,4.89898,?,?,?,?,?,?,?, ?,fdss-2, True
data-network,p5-3-10-small-network-8,5,5,36,10,4,201,1,5,0,1,61,1294,3429,4723,6462,0,156,0,41,0,118,4,44,993,6249,41,1, 199, 4197, 0.20603, 21.0905, 102.366, 0.0243902, 10, 4.85366, 2.74583, 25, 4.85366, 5.47972, 483, 102.366, 100.018,1035, 102.366, 185.173, 2, 0.0487805, 0.308515, 1, 0.0243902, 0.154257, 14, 0.341463, 2.1596, 1, 0.0243902,0.154257,118, 1597, 4738, 0.337062, 0.0738885, 1, 287, 11.4544, 0.0761823, 276, 11.4544, 0.0761823, 876, 26.5504,0.152365, 836,26.5504, 0.0761823,  1, /home/isabel/ipc2018/opt/data-network/p09.pddl, 101, 996, 5, 6, 1.200000, -4, 0.009901, 0.588589, 1, 1.000000, 0.000000, 3.172691, 1.664659, 22,7,1,2,7,6,1,2,5,5,8,13,1.625,5,1,2,1.625,3,0,1.625,7,2.23607,3,0,41,0,0,0,1,6,fdss-2, True
snake,snake-empty-6x7-1-5-22-11470,2,1,43,9,0,175,27,3,0,0,32,22803,1321,24124,114643,0,41683,0,214,0,529,3,107,22234,257119,214,27, 40830, 516727, 0.00524124, 12.6556, 2414.61, 0.126168, 213, 190.794, 10.6418, 213, 190.794, 56.7508, 110058, 2414.61, 10054.1,79482, 2414.61, 7304.24, 209, 26.2664, 69.1257, 608, 63.5748, 175.306, 3836, 403.192, 1084.94, 608, 63.5748,175.306,529, 132292, 649019, 0.203834, 0.00399873, 1, 11377, 210.526, 4.49058, 11377, 210.526, 4.49058, 60355, 1007.32,20.7179, 60355,1007.32, 4.49058,  1, /home/isabel/ipc2018/opt/snake/p17.pddl, 387, 22234, 7, 18, 2.571429, -13, 0.015504, 1.566697, -5, 0.000000, 1.054093, 9.571242, 20.593506, 567,25,1,25,25,17,5,11,7,7,47,37,0.787234,19,27,1,0.787234,5,1,0.787234,8,2,?,?,?,?,?,?,?,17,fdss-2, True
caldera,p5_hosts_trial_4,4,19,128,31,0,120,4,8,0,0,285,26600,5603,32203,257537,0,0,0,315,0,630,0,0,10466,266879,230,4, 19687, 1171503, 0.0116828, 59.5064, 5093.49, 0.0173913, 228, 75.6913, 58.362, 135, 75.6913, 36.0089, 51074, 5093.49, 6976.42,17555, 4504.71, 5593.31, 167, 2.90435, 21.831, 4410, 67.1087, 519.91, 2438, 39.0087, 293.59, 4410, 67.1087,519.91,460, 22584, 359107, 0.0628893, 0.0203684, 1, 500, 49.0957, 0.328257, 500, 49.0957, 0.328257, 6025, 442.904,0.689339, 6025,442.904, 0.328257,?,?,?,?,?,?,?,?,?,?,?,?, ?, ?, ?, ?,?,?,?,?,?,?,?,?,?,47,120,2.55319,23,4,20,2.55319,22,3.74166,2.55319,16,4.3589,?,?,?,?,?,?,?, ?,fdss-2, True
termes,termes-00404-0072-4x3x6-random_towers_4x3_6_2_29,2,3,19,7,0,54,13,7,0,0,52,1252,3760,5012,6187,0,187,0,13,0,91,12,89,888,5309,13,12, 73, 3118, 0.178082, 42.7123, 239.846, 0.923077, 12, 5.61538, 2.61765, 12, 5.61538, 2.61765, 686, 239.846, 144.724,1076, 239.846, 346.108, 11, 4.69231, 2.29999, 1022, 157.077, 252.159, 342, 187.077, 85.2855, 1022, 157.077,252.159,91, 1224, 4330, 0.282679, 0.0743464, 1, 76, 10.8993, 2.43215, 76, 10.8993, 2.43215, 228, 32.6209,7.29644, 228,32.6209, 2.43215,  1, /home/isabel/ipc2018/opt/termes/p08.pddl, 91, 888, 7, 27, 3.857143, -20, 0.000000, 3.001831, -1, 1.416667, 5.634098, 6.596847, 11.022523, 287,197,1,12,93,25,2,17,13,7,30,85,2.83333,6,10,14,2.83333,14,3.16228,2.83333,16,3.74166,1,0,13,0,0,0,0,24,fdss-2, True
snake,snake-empty-6x7-1-5-28-11485,2,1,43,9,0,181,33,3,0,0,32,24028,1397,25425,121921,0,42866,0,220,0,547,3,113,23441,273604,220,33, 42653, 559999, 0.0051579, 13.1292, 2545.45, 0.15, 219, 193.877, 13.4738, 219, 193.877, 58.9484, 115999, 2545.45, 10245.5,86369, 2545.45, 7702.7, 215, 32.1227, 76.4675, 772, 99.0636, 246.214, 3956, 507.768, 1234.12, 772, 99.0636,246.214,547, 139440, 699439, 0.19936, 0.00392283, 1, 12419, 215.831, 3.85903, 12419, 215.831, 3.85903, 69004, 1050.51,18.3556, 69004,1050.51, 3.85903,  1, /home/isabel/ipc2018/opt/snake/p18.pddl, 405, 23441, 7, 12, 1.714286, -7, 0.012346, 0.992488, -5, 0.000000, 0.953463, 5.022482, 7.721642, 284,21,1,21,21,12,5,9,7,7,49,24,0.489796,16,33,0,0.489796,5,0,0.489796,5,1,?,?,?,?,?,?,?,12,fdss-2, True
termes,termes-00214-0060-4x3x5-random_towers_4x3_5_3_59,2,3,18,7,0,53,13,7,0,0,52,1066,3267,4333,5316,0,156,0,13,0,80,12,78,748,4475,13,12, 73, 2614, 0.178082, 35.8082, 201.077, 0.923077, 12, 5.61538, 2.61765, 12, 5.61538, 2.61765, 574, 201.077, 120.913,908, 201.077, 290.868, 11, 4.69231, 2.29999, 854, 131.231, 210.699, 286, 156.923, 71.294, 854, 131.231,210.699,80, 1028, 3630, 0.283196, 0.077821, 1, 64, 9.69231, 2.04812, 64, 9.69231, 2.04812, 192, 29,6.14437, 192,29, 2.04812,  1, /home/isabel/ipc2018/opt/termes/p15.pddl, 80, 748, 8, 31, 3.875000, -22, 0.000000, 3.531997, -1, 1.583333, 6.210989, 8.772727, 15.406416, 441,142,1,17,80,37,3,21,17,8,34,85,2.5,8,10,16,2.5,16,2.82843,2.5,14,3.4641,1,0,13,0,0,0,0,37,fdss-2, True
grounded-strips-caldera-split,grounded-strips-p3_hosts_trial_16,2,1,0,368,1,46,4,973,0,1,4218,1052,0,1052,3021,0,1632,0,280,0,560,0,0,741,9224,224,4, 4287, 20195, 0.052251, 4.71075, 90.1562, 0.0178571, 217, 16.6161, 21.6483, 80, 16.6161, 13.3311, 3194, 90.1562, 241.817,1361, 81.8482, 153.999, 217, 1.36607, 15.1162, 1361, 7.48661, 92.877, 3194, 17.4018, 217.178, 1361, 7.48661,92.877,448, 2910, 17959, 0.162036, 0.153952, 1, 163, 6.49554, 4.12406, 163, 6.49554, 4.12406, 808, 31.7746,22.383, 808,31.7746, 4.12406,  1, /home/isabel/ipc2018/opt/caldera-split/p08.pddl, 288, 697, 17, 27, 1.588235, -13, -0.038194, 1.754538, 0, 5.000000, 7.071068, 0.151324, 0.592686, 1666,455584,1,139,455584,39,2,28,20,17,71,624,8.78873,22,4,45,8.78873,36,8.544,8.78873,46,12.8452,?,?,?,?,?,?,?,37,fdss-2, True
snake,snake-empty-6x5-1-5-23-112100,2,1,31,9,0,132,28,3,0,0,32,12212,1016,13228,62153,0,20885,0,159,0,396,3,84,11788,138391,159,28, 21913, 285593, 0.00725597, 13.033, 1796.18, 0.176101, 158, 137.818, 11.6516, 158, 137.818, 43.4512, 58078, 1796.18, 5892.75,44282, 1796.18, 4547.91, 154, 26.9748, 58.3468, 624, 90.5597, 204.505, 2800, 400.503, 889.342, 624, 90.5597,204.505,396, 69866, 355459, 0.196552, 0.00566799, 1, 6453, 150.885, 2.32479, 6453, 150.885, 2.32479, 36887, 749.603,11.3875, 36887,749.603, 2.32479,  1, /home/isabel/ipc2018/opt/snake/p08.pddl, 298, 11788, 4, 12, 3.000000, -7, 0.016779, 1.165667, -5, 0.000000, 1.035098, 3.954700, 3.880302, 127,14,1,14,14,12,5,8,5,4,43,23,0.534884,15,28,0,0.534884,5,0,0.534884,5,1,?,?,?,?,?,?,?,11,fdss-2, True
grounded-strips-spider,grounded-strips-spider-4-1-4-3-2-100,2,1,0,434,1,64,21,4405,0,1,22099,4839,0,4839,22162,0,11081,0,412,0,827,51,105,4375,69458,410,21, 20815, 239639, 0.0196973, 11.5128, 584.485, 0.0512195, 409, 50.7146, 60.3169, 365, 50.7146, 43.5291, 27514, 584.485, 2519.57,24675, 584.354, 1849.71, 239, 4.79024, 27.2571, 3316, 31.3488, 285.561, 3883, 63.5805, 356.359, 3316, 31.3488,285.561,821, 27647, 267232, 0.103457, 0.0296958, 1, 1896, 33.715, 5.2961, 1896, 33.2163, 5.32073, 15723, 297.519,45.4479, 15723,294.027, 5.32073,  1, /home/isabel/ipc2018/opt/spider/p15.pddl, 433, 4405, 12, 63, 5.250000, -19, 0.076212, 2.045942, 0, 1.476190, 0.906014, 34.593639, 29.308968, 1284,1119,1,138,1101,65,21,59,26,12,185,1348,7.28649,93,24,68,7.28649,86,15.7162,7.28649,35,9.38083,?,?,?,?,?,?,?,65,fdss-2, True
organic-synthesis-split,initialbonds19,3,34,50,1237,1,84,25,1252,0,1,6310,114883,214181,329064,492168,0,174358,0,3085,0,6170,0,0,107201,755693,2797,19, 192577, 779728, 0.0145241, 4.04892, 278.773, 0.00679299, 747, 67.3826, 88.7654, 1138, 67.3826, 71.6345, 11226, 278.773, 488.762,11342, 276.366, 748.906, 503, 0.480872, 10.6782, 11342, 4.54987, 214.515, 11226, 4.49625, 212.42, 11342, 4.54987,214.515,5594, 302831, 1042977, 0.290353, 0.0184723, 1, 2416, 54.135, 6.23753, 2416, 54.135, 6.23753, 9108, 203.1,21.3399, 9108,203.1, 6.23753,?,?,?,?,?,?,?,?,?,?,?,?, ?, ?, ?, ?,799,1,39,799,94,8,8,42,27,28,19,0.678571,9,18,1,0.678571,9,1.41421,0.678571,3,0,?,?,?,?,?,?,?,100,fdss-2, True
snake,snake-empty-6x6-1-5-29-113100,2,1,37,9,0,160,34,3,0,0,32,18366,1250,19616,93955,0,31613,0,193,0,482,3,102,17850,209873,193,34, 32413, 435151, 0.0059544, 13.4252, 2254.67, 0.176166, 192, 167.943, 14.5132, 192, 167.943, 51.9459, 88162, 2254.67, 8123.21,67350, 2254.67, 6287.04, 188, 32.9689, 71.2959, 792, 119.083, 268.743, 3448, 513.399, 1134.09, 792, 119.083,268.743,482, 106012, 541163, 0.195897, 0.00454666, 1, 9833, 187.671, 2.39889, 9833, 187.671, 2.39889, 56543, 935.939,11.8512, 56543,935.939, 2.39889,  1, /home/isabel/ipc2018/opt/snake/p14.pddl, 362, 17850, 8, 23, 2.875000, -18, 0.016575, 2.170814, -5, 0.000000, 0.939336, 9.492325, 21.220615, 727,30,1,30,30,23,5,10,9,8,54,45,0.833333,21,33,0,0.833333,5,1,0.833333,9,2.44949,?,?,?,?,?,?,?,23,fdss-2, True
snake,snake-empty-6x6-1-5-23-11385,2,1,37,9,0,154,28,3,0,0,32,17106,1174,18280,86467,0,30396,0,187,0,464,3,96,16608,193511,187,28, 30734, 394220, 0.00608447, 12.8268, 2108.13, 0.149733, 186, 164.353, 11.2199, 186, 164.353, 50.6238, 82048, 2108.13, 7863.61,60864, 2108.13, 5885.7, 182, 27.1283, 64.6463, 628, 77.8396, 193.538, 3328, 409.198, 1000.61, 628, 77.8396,193.538,464, 98656, 492876, 0.200164, 0.00470321, 1, 8754, 180.297, 3.70955, 8754, 180.297, 3.70955, 48280, 874.832,17.5658, 48280,874.832, 3.70955,  1, /home/isabel/ipc2018/opt/snake/p13.pddl, 344, 16608, 8, 19, 2.375000, -14, 0.014535, 1.832307, -5, 0.000000, 1.035098, 13.898724, 27.014450, 738,29,1,29,29,12,5,9,8,8,46,34,0.73913,18,28,0,0.73913,5,1,0.73913,7,1.73205,?,?,?,?,?,?,?,17,fdss-2, True
spider,spider-4-1-8-6-2-500,4,6,42,22,1,340,40,16,0,1,129,40552,36605,77157,251867,0,55583,0,630,0,1910,73,1397,37743,525012,628,40, 63107, 1535962, 0.00995135, 24.339, 2445.8, 0.0636943, 627, 100.358, 106.469, 520, 100.358, 89.9918, 192857, 2445.8, 13387,164784, 2445.11, 8953.18, 503, 15.2739, 75.4307, 13520, 402.481, 1959.05, 11224, 304.506, 1608.12, 13520, 402.481,1959.05,1906, 233817, 2196721, 0.106439, 0.00815167, 1, 10527, 138.535, 46.8974, 10527, 138.065, 46.8935, 63512, 1094.34,340.303, 63512,1091.05, 46.8935,  1, /home/isabel/ipc2018/opt/spider/p19.pddl, 1330, 38689, 17, 148, 8.705882, -40, 0.057895, 2.250905, 0, 1.650000, 0.988686, 46.201221, 67.162521, 6941,3359,1,278,2881,142,40,144,40,17,340,2364,6.95294,176,33,131,6.95294,164,19.5959,6.95294,51,9.53939,?,?,?,?,?,?,?,142,fdss-2, True
organic-synthesis-split,mit_p04,3,34,32,1237,1,62,49,1252,0,1,6310,1748,13840,15588,17318,0,2567,0,257,0,514,0,0,1151,9152,58,5, 698, 1482, 0.0830946, 2.12321, 25.5517, 0.0862069, 35, 5.96552, 5.69926, 33, 5.96552, 4.73784, 792, 25.5517, 101.749,76, 9.44828, 11.6887, 35, 0.741379, 4.57339, 76, 1.62069, 9.91833, 792, 14.4483, 103.03, 76, 1.62069,9.91833,116, 196, 621, 0.31562, 0.591837, 1, 9, 1.68966, 0.322606, 9, 1.68966, 0.322606, 24, 4.41379,0.51617, 24,4.41379, 0.322606,?,?,?,?,?,?,?,?,?,?,?,?, ?, ?, ?, ?,156,1,40,156,16,4,20,9,8,42,150,3.57143,22,4,16,3.57143,15,4.12311,3.57143,17,5.19615,?,?,?,?,?,?,?,16,fdss-2, True
grounded-strips-caldera-split,grounded-strips-p4_hosts_trial_13,2,1,0,580,1,76,5,3217,0,1,16594,3251,0,3251,11374,0,6255,0,462,0,924,0,0,2732,33086,376,5, 9944, 90552, 0.0378117, 9.10619, 240.83, 0.0132979, 353, 23.2686, 30.7815, 151, 23.2686, 20.1268, 12285, 240.83, 754.752,4946, 221.359, 509.848, 353, 1.32181, 19.0218, 4946, 15.8138, 259.217, 12285, 37.0665, 637.638, 4946, 15.8138,259.217,752, 11066, 78676, 0.140653, 0.0679559, 1, 645, 14.7154, 0.540056, 645, 14.7154, 0.540056, 2703, 58.8936,8.51231, 2703,58.8936, 0.540056,  1, /home/isabel/ipc2018/opt/caldera-split/p11.pddl, 412, 1797, 17, 33, 1.941176, -15, 0.121359, 1.722166, 0, 3.750000, 6.495191, 0.239007, 0.494558, 1178,683367,1,84,683367,52,3,20,21,17,63,503,7.98413,19,6,38,7.98413,29,8.06226,7.98413,36,11,?,?,?,?,?,?,?,47,fdss-2, True
snake,snake-empty-6x7-1-5-9-11440,2,1,43,9,0,162,14,3,0,0,32,21174,1172,22346,105025,0,40138,0,201,0,490,3,94,20644,233761,201,14, 37382, 449978, 0.00537692, 12.0373, 2238.7, 0.0696517, 200, 185.98, 8.55358, 200, 185.98, 47.1617, 102282, 2238.7, 9958.18,68748, 2238.7, 6696.22, 196, 13.607, 49.7301, 284, 14.7164, 57.6324, 3576, 213.453, 793.748, 284, 14.7164,57.6324,490, 122926, 572904, 0.214566, 0.00398614, 1, 10351, 208.248, 2.24588, 10351, 208.248, 2.24588, 51465, 969.518,8.98351, 51465,969.518, 2.24588,  1, /home/isabel/ipc2018/opt/snake/p20.pddl, 348, 20644, 6, 12, 2.000000, -7, 0.014368, 1.070675, -5, 0.000000, 1.463850, 6.351192, 7.966383, 197,16,1,16,16,12,5,9,6,6,32,30,0.9375,18,14,0,0.9375,5,1,0.9375,7,2,?,?,?,?,?,?,?,12,fdss-2, True
snake,snake-empty-6x5-1-5-5-11240,2,1,31,9,0,114,10,3,0,0,32,10160,806,10966,50057,0,18945,0,141,0,342,3,66,9790,110661,141,10, 18253, 211509, 0.00772476, 11.5876, 1500.06, 0.070922, 140, 129.454, 6.9807, 140, 129.454, 34.023, 48324, 1500.06, 5595.71,32408, 1500.06, 3751.97, 136, 9.60993, 34.7824, 168, 7.51064, 30.9886, 2436, 134.17, 493.32, 168, 7.51064,30.9886,342, 58114, 269623, 0.215538, 0.00588498, 1, 4850, 84.9986, 1.29608, 4881, 98.222, 0, 24049, 373.826,5.18431, 24049,426.72, 0,  1, /home/isabel/ipc2018/opt/snake/p09.pddl, 244, 9790, 5, 13, 2.600000, -8, 0.020492, 1.403884, -5, 0.000000, 1.732051, 15.653319, 14.196732, 184,20,1,20,20,15,5,11,5,5,30,37,1.23333,19,10,1,1.23333,5,1.41421,1.23333,8,2.44949,?,?,?,?,?,?,?,16,fdss-2, True
