@relation problem-to-evaluate2019-03-0816:00:53

@attribute domain {termes, spider, grounded-strips-spider, snake, settlers, grounded-strips-settlers, organic-synthesis, nurikabe, organic-synthesis-split, grounded-strips-nurikabe, flashfill, grounded-strips-flashfill, data-network, caldera, grounded-strips-caldera, caldera-split, grounded-strips-caldera-split, agricola , '?'}
@attribute task_name string
@attribute requirements numeric
@attribute types numeric
@attribute objects numeric
@attribute predicates numeric
@attribute functions numeric
@attribute init numeric
@attribute goal numeric
@attribute actions numeric
@attribute axioms numeric
@attribute use_min_cost_metric numeric
@attribute generated_rules numeric
@attribute relevant_atoms numeric
@attribute auxiliary_atoms numeric
@attribute final_queue_length numeric
@attribute total_queue_pushes numeric
@attribute implied_effects_removed numeric
@attribute effect_conditions_simplified numeric
@attribute implied_preconditions_added numeric
@attribute translator_variables numeric
@attribute translator_derived_variables numeric
@attribute translator_facts numeric
@attribute translator_mutex_groups numeric
@attribute translator_total_mutex_groups_size numeric
@attribute translator_operators numeric
@attribute translator_task_size numeric
@attribute numberVariablesCG numeric
@attribute highLevelVariablesCG numeric
@attribute totalEdgesCG numeric
@attribute totalWeightCG numeric
@attribute veRatio numeric
@attribute weRatio numeric
@attribute wvRatio numeric
@attribute hvRatio numeric
@attribute inputEdgeCGMax numeric
@attribute inputEdgeCGAvg numeric
@attribute inputEdgeCGStd numeric
@attribute outputEdgeCGMax numeric
@attribute outputEdgeCGAvg numeric
@attribute outputEdgeCGStd numeric
@attribute inputWeightCGMax numeric
@attribute inputWeightCGAvg numeric
@attribute inputWeightCGStd numeric
@attribute outputWeightCGMax numeric
@attribute outputWeightCGAvg numeric
@attribute outputWeightCGStd numeric
@attribute inputEdgeHVMax numeric
@attribute inputEdgeHVAvg numeric
@attribute inputEdgeHVStd numeric
@attribute outputEdgeHVMax numeric
@attribute outputEdgeHVAvg numeric
@attribute outputEdgeHVStd numeric
@attribute inputWeightHVMax numeric
@attribute inputWeightHVAvg numeric
@attribute inputWeightHVStd numeric
@attribute outputWeightHVMax numeric
@attribute outputWeightHVAvg numeric
@attribute outputWeightHVStd numeric
@attribute numberVariablesDTG numeric
@attribute totalEdgesDTG numeric
@attribute totalWeigthDTG numeric
@attribute edVaRatioDTG numeric
@attribute weEdRatioDTG numeric
@attribute weVaRatioDTG numeric
@attribute inputEdgeDTGMax numeric
@attribute inputEdgeDTGAvg numeric
@attribute inputEdgeDTGStd numeric
@attribute outputEdgeDTGMax numeric
@attribute outputEdgeDTGAvg numeric
@attribute outputEdgeDTGStd numeric
@attribute inputWeightDTGMax numeric
@attribute inputWeightDTGAvg numeric
@attribute inputWeightDTGStd numeric
@attribute outputWeightDTGMax numeric
@attribute outputWeightDTGAvg numeric
@attribute outputWeightDTGStd numeric
@attribute no numeric
@attribute file string
@attribute num_relevant_facts numeric
@attribute num_actions numeric
@attribute h_max numeric
@attribute h_ff numeric
@attribute h_ff_ratio numeric
@attribute rp_fact_balance_min numeric
@attribute rp_fact_balance_avg numeric
@attribute rp_fact_balance_var numeric
@attribute rp_goal_balance_min numeric
@attribute rp_goal_balance_avg numeric
@attribute rp_goal_balance_var numeric
@attribute balance_Ratio numeric
@attribute Unbalance_Ratio numeric
@attribute Balance_Distorsion numeric
@attribute Additive numeric
@attribute Blind numeric
@attribute Causal_graph numeric
@attribute Context-enhanced_additive numeric
@attribute FF numeric
@attribute Goal_count numeric
@attribute Landmark_count numeric
@attribute Landmark-cut numeric
@attribute Max numeric
@attribute n_landmarks numeric
@attribute numberEdges numeric
@attribute edVaratioLand numeric
@attribute numberFatherNodes numeric
@attribute numberChildrenNodes numeric
@attribute nodosbetween numeric
@attribute avginput numeric
@attribute maxinput numeric
@attribute stdinput numeric
@attribute avgoutput numeric
@attribute maxoutput numeric
@attribute stdoutput numeric
@attribute blackVariables numeric
@attribute blackRootVariables numeric
@attribute redBlackVariables numeric
@attribute allpairsvaluesconnected numeric
@attribute allvaluesconnectedgoal numeric
@attribute blackstronglpyarents numeric
@attribute Maximaleffectsblack  numeric
@attribute Hred-black numeric
@attribute planner {mercury,siw,jasper,bfs-f,arvand,lamar,fd-autotune-1,fd-autotune-2,fdss-2,lama-2008,lama-2011,lpg,madagascar,madagascar-p,probe,yahsp2-mt}
@attribute class {True,False}

@data
grounded-strips-caldera-split,grounded-strips-p3_hosts_trial_12,2,1,0,373,1,46,4,1138,0,1,6070,1214,0,1214,4252,0,1992,0,293,0,586,0,0,890,11333,234,4, 4933, 28427, 0.0474356, 5.76262, 121.483, 0.017094, 222, 18.2949, 22.8165, 84, 18.2949, 13.2188, 4399, 121.483, 339.361,1599, 106.974, 166.538, 222, 1.34615, 15.1783, 1599, 8.54274, 106.876, 4399, 22.4359, 291.47, 1599, 8.54274,106.876,468, 3943, 25227, 0.156301, 0.118691, 1, 202, 8.42521, 5.30505, 202, 8.42521, 5.30505, 949, 33.8291,24.5399, 949,33.8291, 5.30505,  1, /home/isabel/ipc2018/sat/caldera-split/p02.pddl, 288, 697, 17, 27, 1.588235, -12, 0.312500, 2.116302, 0, 4.666667, 5.906682, 0.396249, 0.647128, 1071,455578,1,130,455578,51,2,17,20,17,55,431,7.83636,18,2,35,7.83636,25,7.07107,7.83636,36,10.6301,?,?,?,?,?,?,?,41,fdss-2, True
grounded-strips-caldera-split,grounded-strips-p4_hosts_trial_16,2,1,0,573,1,76,5,2825,0,1,13367,2756,0,2756,9123,0,5334,0,439,0,878,0,0,2260,27458,358,5, 8530, 69530, 0.0419695, 8.15123, 194.218, 0.0139665, 342, 20.8799, 29.0106, 144, 20.8799, 18.7886, 10105, 194.218, 627.185,4438, 178.444, 424.589, 342, 1.32961, 18.7878, 4438, 14.7486, 237.938, 10105, 32.4637, 538.459, 4438, 14.7486,237.938,716, 9098, 60453, 0.150497, 0.0786986, 1, 561, 12.7067, 0.553392, 561, 12.7067, 0.553392, 2348, 50.9721,8.72251, 2348,50.9721, 0.553392,  1, /home/isabel/ipc2018/sat/caldera-split/p03.pddl, 412, 1797, 17, 29, 1.705882, -12, 0.162621, 1.481360, 0, 3.000000, 5.196152, 0.261011, 0.443672, 934,683367,1,84,683367,42,3,20,21,17,68,532,7.82353,23,6,39,7.82353,30,8.18535,7.82353,37,11.225,?,?,?,?,?,?,?,53,fdss-2, True
grounded-strips-caldera-split,grounded-strips-p4_hosts_trial_12,2,1,0,573,1,76,5,2825,0,1,14250,2992,0,2992,10710,0,6115,0,455,0,910,0,0,2480,31757,369,5, 9201, 84384, 0.0401043, 9.17118, 228.683, 0.0135501, 353, 21.813, 30.431, 144, 21.813, 19.5703, 12253, 228.683, 758.617,4946, 209.114, 510.784, 353, 1.34688, 19.2005, 4946, 15.7344, 260.405, 12253, 37.5962, 641.782, 4946, 15.7344,260.405,738, 10672, 72453, 0.147295, 0.0691529, 1, 625, 14.4607, 0.545127, 625, 14.4607, 0.545127, 2634, 57.5569,8.59224, 2634,57.5569, 0.545127,  1, /home/isabel/ipc2018/sat/caldera-split/p04.pddl, 412, 1797, 17, 32, 1.882353, -15, 0.186893, 1.793062, 0, 3.750000, 6.495191, 0.326379, 0.541493, 1181,683373,1,87,683373,51,3,20,21,17,67,530,7.91045,22,6,39,7.91045,30,8.24621,7.91045,37,11.1803,?,?,?,?,?,?,?,62,fdss-2, True
grounded-strips-caldera-split,grounded-strips-p5_hosts_trial_2,2,1,0,545,1,26,6,2212,0,1,12467,2695,0,2695,11772,0,4748,0,540,0,1080,0,0,2152,29547,450,6, 9773, 75744, 0.0460452, 7.75033, 168.32, 0.0133333, 446, 18.6822, 33.5903, 219, 18.6822, 21.8332, 11927, 168.32, 664.122,3491, 145.424, 330.494, 446, 1.28889, 21.403, 3491, 10.1489, 171.257, 11927, 32.1933, 572.992, 3491, 10.1489,171.257,900, 9656, 57755, 0.167189, 0.0932063, 1, 331, 10.7289, 0.0235178, 331, 10.7289, 0.0235178, 1680, 42.6189,12.7937, 1680,42.6189, 0.0235178,  1, /home/isabel/ipc2018/sat/caldera-split/p05.pddl, 378, 1587, 17, 31, 1.823529, -10, 0.335979, 1.926102, 0, 2.000000, 4.000000, 0.928770, 0.995548, 889,911156,1,88,911156,56,4,23,22,17,62,347,5.59677,22,4,36,5.59677,28,6.7082,5.59677,30,7.81025,?,?,?,?,?,?,?,47,fdss-2, True
grounded-strips-caldera-split,grounded-strips-p5_hosts_trial_6,2,1,0,544,1,26,6,2127,0,1,10138,2639,0,2639,9803,0,4538,0,539,0,1078,0,0,2097,27255,449,6, 9389, 64291, 0.0478219, 6.84748, 143.187, 0.013363, 446, 18.02, 33.0764, 218, 18.02, 21.5521, 10088, 143.187, 548.451,3491, 126.998, 329.698, 446, 1.29176, 21.4268, 3491, 10.0512, 171.056, 10088, 27.7461, 486.998, 3491, 10.0512,171.056,898, 8235, 48541, 0.16965, 0.109047, 1, 331, 9.17038, 0.494422, 331, 9.17038, 0.494422, 1676, 35.7316,15.6567, 1676,35.7316, 0.494422,  1, /home/isabel/ipc2018/sat/caldera-split/p06.pddl, 378, 1587, 17, 31, 1.823529, -11, 0.193122, 1.643411, 0, 2.600000, 5.200000, 0.727787, 0.951896, 1000,911156,1,76,911156,46,4,34,22,17,76,475,6.25,25,8,43,6.25,37,8.24621,6.25,37,9.05539,?,?,?,?,?,?,?,53,fdss-2, True
grounded-strips-caldera-split,grounded-strips-p6_hosts_trial_14,2,1,0,1135,1,160,7,10861,0,1,47711,9729,0,9729,33095,0,22191,0,842,0,1684,0,0,8754,108805,709,7, 20098, 295445, 0.0352771, 14.7002, 416.707, 0.00987306, 685, 25.0113, 43.7755, 360, 25.0113, 30.3453, 40036, 416.707, 1789.19,20327, 392.731, 1501.06, 685, 1.27362, 26.3897, 18212, 29.3399, 689.911, 40036, 62.1749, 1509.35, 18212, 29.3399,689.911,1418, 33725, 237729, 0.141863, 0.042046, 1, 2293, 23.7835, 0.806311, 2293, 23.7835, 0.806311, 9631, 95.1594,18.9577, 9631,95.1594, 0.806311,  1, /home/isabel/ipc2018/sat/caldera-split/p07.pddl, 714, 7459, 17, 37, 2.176471, -16, 0.064426, 1.354025, 0, 2.666667, 5.962848, 0.046207, 0.259757, 1651,1138945,1,155,1138945,71,5,26,23,17,67,399,5.95522,23,5,39,5.95522,32,7.48331,5.95522,31,8.30662,?,?,?,?,?,?,?,64,fdss-2, True
grounded-strips-caldera-split,grounded-strips-p6_hosts_trial_12,2,1,0,1146,1,160,7,12181,0,1,57988,11366,0,11366,39793,0,25984,0,872,0,1744,0,0,10361,126610,733,7, 23219, 369753, 0.031569, 15.9246, 504.438, 0.0095498, 698, 28.09, 46.099, 371, 28.09, 32.0968, 47312, 504.438, 2104.98,22567, 474.445, 1681.73, 698, 1.26467, 26.5145, 21316, 33.2851, 794.347, 47312, 70.4256, 1752.79, 21316, 33.2851,794.347,1466, 40607, 306521, 0.132477, 0.0361021, 1, 2764, 27.6992, 0.793037, 2764, 27.6992, 0.793037, 11962, 111.307,18.6456, 11962,111.307, 0.793037,  1, /home/isabel/ipc2018/sat/caldera-split/p08.pddl, 714, 7459, 17, 41, 2.411765, -19, 0.148459, 1.656100, 0, 3.166667, 7.080882, 0.261515, 0.365505, 1375,1138945,1,155,1138945,66,5,26,23,17,61,325,5.32787,20,5,36,5.32787,30,6.63325,5.32787,28,7.48331,?,?,?,?,?,?,?,68,fdss-2, True
grounded-strips-caldera-split,grounded-strips-p7_hosts_trial_11,2,1,0,1509,1,214,8,18446,0,1,78749,16093,0,16093,54340,0,39176,0,1112,0,2224,0,0,14798,185255,950,8, 28330, 510760, 0.0335334, 18.0289, 537.642, 0.00842105, 922, 26.3768, 51.5895, 525, 26.3768, 36.3461, 68655, 537.642, 2657.75,36223, 510.161, 2305.76, 922, 1.24632, 30.5316, 32925, 38.8726, 1075.12, 68655, 78.5674, 2233.93, 32925, 38.8726,1075.12,1900, 57067, 406532, 0.140375, 0.0332942, 1, 4201, 30.0353, 0.923689, 4201, 30.0353, 0.923689, 19517, 123.983,28.6992, 19517,123.983, 0.923689,  1, /home/isabel/ipc2018/sat/caldera-split/p09.pddl, 892, 13077, 17, 44, 2.588235, -22, 0.035874, 1.636486, 0, 3.285714, 8.048323, 0.039397, 0.351290, 1573,1366752,1,195,1366752,68,6,29,26,17,69,373,5.4058,24,6,39,5.4058,34,7.28011,5.4058,28,7.74597,?,?,?,?,?,?,?,66,fdss-2, True
grounded-strips-caldera-split,grounded-strips-p7_hosts_trial_1,2,1,0,969,1,32,8,4477,0,1,22528,5446,0,5446,22559,0,9006,0,968,0,1936,0,0,4477,57558,835,8, 18033, 137679, 0.046304, 7.63484, 164.885, 0.00958084, 833, 18.6503, 45.8213, 486, 18.6503, 31.8088, 21806, 164.885, 880.799,6547, 142.766, 471.286, 833, 1.21796, 29.0788, 6547, 10.8096, 241.587, 21806, 32.8228, 776.61, 6547, 10.8096,241.587,1670, 17201, 96340, 0.178545, 0.0970874, 1, 784, 10.3, 0.82956, 784, 10.3, 0.82956, 3941, 56.0497,31.9726, 3941,56.0497, 0.82956,  1, /home/isabel/ipc2018/sat/caldera-split/p10.pddl, 567, 3301, 17, 36, 2.117647, -15, 0.111111, 1.618892, 0, 2.285714, 5.598834, 1.354184, 0.983482, 1200,1366734,1,126,1366734,62,6,37,24,17,79,598,7.56962,27,6,46,7.56962,42,10.198,7.56962,34,9.74679,?,?,?,?,?,?,?,60,fdss-2, True
grounded-strips-caldera-split,grounded-strips-p8_hosts_trial_5,2,1,0,1341,1,48,9,11117,0,1,56099,12014,0,12014,50962,0,26184,0,1316,0,2632,0,0,10685,143813,1148,9, 28213, 383206, 0.0406905, 13.5826, 333.803, 0.00783972, 1140, 21.358, 55.2097, 712, 21.358, 38.861, 56941, 333.803, 1982.59,21959, 300.703, 1327.02, 1140, 1.20819, 33.9797, 20086, 21.0941, 604.36, 56941, 56.9416, 1696.76, 20086, 21.0941,604.36,2296, 44487, 277953, 0.160052, 0.0516106, 1, 2154, 19.3759, 0.840418, 2154, 19.3759, 0.840418, 10667, 78.8532,35.9316, 10667,78.8532, 0.840418,  1, /home/isabel/ipc2018/sat/caldera-split/p11.pddl, 728, 8133, 17, 42, 2.470588, -14, 0.104396, 1.611287, 0, 2.250000, 5.952940, 0.336396, 0.603216, 1516,1594523,1,133,1594523,81,7,32,25,17,75,507,6.76,23,7,45,6.76,40,9.32738,6.76,31,8.83176,?,?,?,?,?,?,?,79,fdss-2, True
caldera-split,p8_hosts_trial_8,2,19,376,56,1,548,8,21,0,1,359,48715,58696,107411,3380574,0,3456,0,821,0,1821,29,1001,43395,547675,606,8, 15031, 1114146, 0.0403167, 74.1232, 1838.52, 0.0132013, 605, 18.3036, 53.6986, 524, 18.3036, 36.7897, 182344, 1838.52, 14710.8,221462, 1764.85, 15684.5, 605, 1.34488, 24.7505, 221462, 365.738, 8988.84, 182344, 301.625, 7401.08, 221462, 365.738,8988.84,1391, 225874, 1309458, 0.172494, 0.0061583, 1, 31439, 45.4795, 127.016, 28459, 45.4795, 126.442, 200918, 279.192,767.903, 171162,279.192, 126.442,  1, /home/isabel/ipc2018/sat/caldera-split/p12.pddl, 3456, 56841, 17, 50, 2.941176, -25, 0.013310, 0.886725, 0, 3.125000, 8.267973, 0.010866, 0.086776, 2787,?,?,?,?,?,?,?,?,?,71,415,5.84507,22,7,42,5.84507,38,8.06226,5.84507,27,7.87401,?,?,?,?,?,?,?, ?,fdss-2, True
grounded-strips-caldera-split,grounded-strips-p9_hosts_trial_3,2,1,0,1703,1,52,10,15412,0,1,77525,16563,0,16563,71096,0,36736,0,1678,0,3356,0,0,14872,201049,1482,10, 36484, 539060, 0.0406205, 14.7752, 363.738, 0.00674764, 1474, 21.4278, 62.7719, 971, 21.4278, 44.9449, 79885, 363.738, 2447.01,31399, 327.944, 1652.35, 1474, 1.18623, 38.591, 28139, 22.8279, 744.91, 79885, 61.6619, 2094.36, 28139, 22.8279,744.91,2964, 61686, 384664, 0.160363, 0.0480498, 1, 3158, 20.8117, 0.947492, 3158, 20.8117, 0.947492, 16407, 85.2783,44.3374, 16407,85.2783, 0.947492,  1, /home/isabel/ipc2018/sat/caldera-split/p13.pddl, 854, 11407, 17, 46, 2.705882, -12, 0.106557, 1.477903, 0, 2.000000, 5.656854, 0.375088, 0.509132, 1501,1822312,1,152,1822312,64,8,35,26,17,81,563,6.95062,25,8,48,6.95062,44,10.0499,6.95062,31,9.05539,?,?,?,?,?,?,?,71,fdss-2, True
caldera-split,p9_hosts_trial_9,2,19,267,56,1,348,9,21,0,1,359,42621,39115,81736,1213779,0,2160,0,842,0,1824,29,856,38187,484699,635,9, 15923, 965409, 0.0398794, 60.6298, 1520.33, 0.0141732, 634, 18.4362, 54.4048, 534, 18.4362, 38.0981, 145219, 1520.33, 10973.3,207832, 1462.57, 14015.2, 634, 1.37638, 25.3465, 207832, 327.42, 8241.06, 145219, 229.51, 5758.27, 207832, 327.42,8241.06,1410, 179176, 1074440, 0.166762, 0.00786936, 1, 23356, 32.777, 102.363, 20161, 32.777, 100.576, 153104, 206.551,635.359, 121487,206.551, 100.576,  1, /home/isabel/ipc2018/sat/caldera-split/p14.pddl, 1614, 42607, 17, 54, 3.176471, -26, 0.037794, 1.379325, 0, 2.888889, 8.171012, 0.018802, 0.184885, 1856,?,?,?,?,?,?,?,?,?,81,465,5.74074,28,8,45,5.74074,42,8.60233,5.74074,28,8,?,?,?,?,?,?,?, ?,fdss-2, True
caldera-split,p10_hosts_trial_9,2,19,238,56,1,280,10,21,0,1,359,44224,33732,77956,756226,0,1760,0,929,0,1991,29,839,39927,504919,708,10, 16892, 988928, 0.0419133, 58.5442, 1396.79, 0.0141243, 707, 17.4054, 56.9421, 586, 17.4054, 39.7023, 142585, 1396.79, 9944.34,221793, 1345.68, 14100.8, 707, 1.30367, 26.6763, 221793, 313.331, 8329.6, 142585, 202.129, 5354.86, 221793, 313.331,8329.6,1549, 177881, 1080976, 0.164556, 0.00870807, 1, 21339, 27.3391, 92.5278, 17894, 27.3391, 87.968, 141116, 171.999,584.217, 107498,171.999, 87.968,  1, /home/isabel/ipc2018/sat/caldera-split/p15.pddl, 1350, 40939, 17, 59, 3.470588, -28, 0.042963, 1.710860, 0, 3.000000, 9.000000, 0.025644, 0.276937, 2765,?,?,?,?,?,?,?,?,?,124,696,5.6129,43,9,72,5.6129,70,10.9545,5.6129,32,8.30662,?,?,?,?,?,?,?, ?,fdss-2, True
caldera-split,p10_hosts_trial_15,2,19,258,56,1,312,10,21,0,1,359,45548,40544,86092,1413010,0,2200,0,924,0,1989,29,871,41379,522133,702,10, 15432, 1045974, 0.0454899, 67.7795, 1489.99, 0.014245, 701, 15.9373, 55.5049, 580, 15.9373, 38.5698, 164811, 1489.99, 11885.3,213288, 1424.29, 13845.5, 701, 1.22934, 26.5074, 213288, 303.957, 8044.3, 164811, 235.402, 6215.94, 213288, 303.957,8044.3,1545, 203935, 1194330, 0.170753, 0.00757594, 1, 29085, 34.3872, 124.297, 25900, 34.3872, 124.297, 184516, 211.85,749.448, 155504,211.85, 124.297,  1, /home/isabel/ipc2018/sat/caldera-split/p16.pddl, 1534, 49431, 17, 54, 3.176471, -24, 0.037158, 1.431368, 0, 2.600000, 7.800000, 0.021988, 0.206741, 2194,?,?,?,?,?,?,?,?,?,87,511,5.87356,30,9,48,5.87356,46,9.21954,5.87356,28,8.18535,?,?,?,?,?,?,?, ?,fdss-2, True
caldera-split,p11_hosts_trial_5,2,19,194,56,1,206,11,21,0,1,359,26242,17388,43630,568311,0,660,0,980,0,2080,29,798,23193,317006,753,11, 15667, 685124, 0.0480628, 43.7304, 909.859, 0.0146082, 752, 14.8659, 55.3632, 730, 14.8659, 42.8755, 107828, 909.859, 6896.56,117300, 829.684, 7459.8, 752, 1.23772, 27.4549, 108193, 143.815, 3940.15, 107828, 143.875, 3926.84, 108193, 143.815,3940.15,1626, 146171, 931260, 0.15696, 0.011124, 1, 32467, 31.4014, 52.5353, 32467, 31.4014, 52.5353, 194619, 188.295,317.926, 194619,188.295, 52.5353,  1, /home/isabel/ipc2018/sat/caldera-split/p17.pddl, 1155, 23193, 17, 50, 2.941176, -21, 0.002597, 1.271394, 0, 1.727273, 5.462116, 0.353333, 0.362982, 1851,?,?,?,?,?,?,?,?,?,91,558,6.13187,30,10,51,6.13187,50,10,6.13187,28,8.30662,?,?,?,?,?,?,?, ?,fdss-2, True
caldera-split,p11_hosts_trial_6,2,19,194,56,1,206,11,21,0,1,359,26242,17388,43630,568311,0,660,0,980,0,2080,29,798,23193,317006,753,11, 15671, 685124, 0.0480505, 43.7192, 909.859, 0.0146082, 752, 14.8699, 55.3634, 730, 14.8699, 43.05, 107828, 909.859, 6896.56,117300, 829.684, 7459.81, 752, 1.23772, 27.4549, 108193, 143.815, 3940.15, 107828, 143.875, 3926.84, 108193, 143.815,3940.15,1626, 146027, 930141, 0.156994, 0.0111349, 1, 32323, 31.3058, 52.5353, 32323, 31.3058, 52.5353, 193500, 187.662,316.596, 193500,187.662, 52.5353,  1, /home/isabel/ipc2018/sat/caldera-split/p18.pddl, 1155, 23193, 17, 52, 3.058824, -21, -0.004329, 1.329316, 0, 1.909091, 6.037076, 0.353255, 0.405315, 1983,?,?,?,?,?,?,?,?,?,93,671,7.21505,29,10,54,7.21505,52,11.4455,7.21505,31,9.27362,?,?,?,?,?,?,?, ?,fdss-2, True
caldera-split,p12_hosts_trial_14,2,19,300,56,1,372,12,21,0,1,359,92850,66908,159758,3060096,0,3744,0,1243,0,2653,29,997,86642,1091178,947,12, 22854, 2172573, 0.0414369, 95.0631, 2294.16, 0.0126716, 946, 17.2693, 67.1265, 777, 17.2693, 44.9017, 327054, 2294.16, 20586.1,472672, 2212.55, 26212.5, 946, 1.20803, 30.7783, 472672, 499.242, 15351.7, 327054, 345.974, 10622.2, 472672, 499.242,15351.7,2061, 400080, 2362828, 0.169323, 0.00515147, 1, 50067, 44.0823, 175.772, 44700, 44.0823, 170.095, 320913, 274.202,1084.25, 266873,274.202, 170.095,  1, /home/isabel/ipc2018/sat/caldera-split/p19.pddl, 2052, 98797, 17, 66, 3.882353, -30, 0.042885, 1.510558, 0, 2.666667, 8.844333, 0.016023, 0.182929, 2875,?,?,?,?,?,?,?,?,?,100,604,6.04,35,11,54,6.04,54,10.3923,6.04,28,8.3666,?,?,?,?,?,?,?, ?,fdss-2, True
caldera-split,p12_hosts_trial_16,2,19,300,56,1,372,12,21,0,1,359,90965,66888,157853,3052434,0,3744,0,1245,0,2657,29,997,84926,1067470,947,12, 22681, 2125541, 0.041753, 93.7146, 2244.5, 0.0126716, 946, 17.1098, 66.6982, 777, 17.1098, 44.8825, 323647, 2244.5, 20385.4,457513, 2162.89, 25440.7, 946, 1.20803, 30.7783, 457513, 483.234, 14859.3, 323647, 342.376, 10511.5, 457513, 483.234,14859.3,2061, 397391, 2335979, 0.170118, 0.00518633, 1, 49649, 43.7369, 175.532, 44556, 43.7369, 169.56, 317038, 271.71,1082.41, 265808,271.71, 169.56,  1, /home/isabel/ipc2018/sat/caldera-split/p20.pddl, 2052, 98797, 17, 66, 3.882353, -30, 0.032651, 1.526378, 0, 2.833333, 9.397103, 0.045417, 0.197710, 2720,?,?,?,?,?,?,?,?,?,103,607,5.8932,38,11,54,5.8932,54,10.247,5.8932,28,8.3666,?,?,?,?,?,?,?, ?,fdss-2, True

grounded-strips-caldera,grounded-strips-p3_hosts_trial_14,2,1,0,450,1,45,3,3352,0,1,13261,2914,0,2914,11145,0,885,0,190,0,560,78,329,1660,27454,132,3, 5934, 107436, 0.0222447, 18.1052, 813.909, 0.0227273, 131, 34.6288, 23.0054, 73, 34.6288, 19.6559, 8564, 813.909, 1111.32,2662, 621.773, 712.37, 131, 1.7803, 12.9634, 2662, 39.6212, 287.695, 8564, 78.5606, 751.775, 2662, 39.6212,287.695,444, 4278, 43222, 0.0989774, 0.103787, 1, 492, 14.5529, 2.20767, 492, 14.5529, 2.20767, 3042, 52.7201,14.565, 3042,52.7201, 2.20767,  1, /home/isabel/ipc2018/sat/caldera/p01.pddl, 230, 2506, 5, 11, 2.200000, -3, 0.269565, 0.887809, 0, 1.500000, 1.500000, 0.000000, 0.000000, 36,1398,1,32,1398,13,2,8,8,5,30,65,2.16667,10,2,18,2.16667,17,3.16228,2.16667,18,3.60555,?,?,?,?,?,?,?,12,fdss-2, True
grounded-strips-caldera,grounded-strips-p3_hosts_trial_12,2,1,0,450,1,45,3,3352,0,1,16033,2555,0,2555,9933,0,831,0,191,0,562,78,329,1561,24757,126,3, 5586, 91924, 0.0225564, 16.4561, 729.556, 0.0238095, 125, 33.8968, 22.8816, 73, 33.8968, 17.3342, 7727, 729.556, 999.166,2662, 557.119, 603.53, 125, 1.81746, 12.8015, 2662, 36.3175, 274.918, 7727, 73.5397, 692.575, 2662, 36.3175,274.918,432, 4155, 41350, 0.100484, 0.103971, 1, 444, 14.8094, 2.2588, 444, 14.6785, 2.2588, 3052, 56.4294,15.5412, 3052,54.7151, 2.2588,  1, /home/isabel/ipc2018/sat/caldera/p02.pddl, 230, 2506, 5, 11, 2.200000, -4, 0.291304, 1.078410, 2, 2.500000, 0.500000, 0.000000, 0.000000, 42,1398,1,32,1398,11,2,13,8,5,35,75,2.14286,15,2,18,2.14286,17,2.82843,2.14286,18,3.87298,?,?,?,?,?,?,?,11,fdss-2, True
grounded-strips-caldera,grounded-strips-p4_hosts_trial_16,2,1,0,1206,1,75,4,15957,0,1,52753,12488,0,12488,36927,0,4752,0,1065,0,2139,114,228,5673,88704,966,4, 31222, 328307, 0.0309397, 10.5152, 339.862, 0.00414079, 950, 28.9089, 68.7187, 898, 28.9089, 52.9604, 18187, 339.862, 1271.88,13074, 269.272, 933.702, 950, 1.36335, 31.2871, 13074, 17.3271, 426.447, 18187, 21.1843, 586.322, 13074, 17.3271,426.447,1941, 14791, 118422, 0.124901, 0.131228, 1, 1540, 7.56677, 0.626753, 1540, 7.56677, 0.626753, 18798, 51.2072,178.85, 18798,51.2072, 0.626753,  1, /home/isabel/ipc2018/sat/caldera/p03.pddl, 341, 12817, 9, 18, 2.000000, -5, 0.322581, 1.149418, 0, 1.000000, 1.414214, 1.981602, 0.557326, 101,6303,1,78,6303,23,3,16,14,9,52,172,3.30769,20,5,27,3.30769,27,4.58258,3.30769,27,5.47723,?,?,?,?,?,?,?,22,fdss-2, True
grounded-strips-caldera,grounded-strips-p4_hosts_trial_12,2,1,0,1206,1,75,4,15957,0,1,63833,15382,0,15382,53647,0,5712,0,1079,0,2167,114,228,7189,131734,984,4, 33043, 575418, 0.0297794, 17.4142, 584.774, 0.00406504, 968, 29.9411, 69.0333, 898, 29.9411, 53.4457, 32043, 584.774, 2224.45,13074, 454.869, 1662.31, 968, 1.35671, 31.5602, 13074, 20.7337, 438.222, 32043, 36.8699, 1023.81, 13074, 20.7337,438.222,1977, 17770, 169415, 0.10489, 0.111255, 1, 1560, 8.8479, 1.5764, 1560, 8.8479, 1.5764, 21948, 51.9294,173.42, 21948,51.9294, 1.5764,  1, /home/isabel/ipc2018/sat/caldera/p04.pddl, 341, 12817, 9, 17, 1.888889, -4, 0.307918, 1.051000, 0, 0.333333, 0.471405, 0.000000, 0.000000, 80,6313,1,80,6313,19,3,11,14,9,46,128,2.78261,20,5,21,2.78261,21,3.60555,2.78261,19,4.79583,?,?,?,?,?,?,?,23,fdss-2, True
