@relation problem

@attribute domain string
@attribute task_name string
@attribute requirements numeric
@attribute types numeric
@attribute objects numeric
@attribute predicates numeric
@attribute functions numeric
@attribute init numeric
@attribute goal numeric
@attribute actions numeric
@attribute axioms numeric
@attribute use_min_cost_metric numeric
@attribute generated_rules numeric
@attribute relevant_atoms numeric
@attribute auxiliary_atoms numeric
@attribute final_queue_length numeric
@attribute total_queue_pushes numeric
@attribute implied_effects_removed numeric
@attribute effect_conditions_simplified numeric
@attribute implied_preconditions_added numeric
@attribute translator_variables numeric
@attribute translator_derived_variables numeric
@attribute translator_facts numeric
@attribute translator_mutex_groups numeric
@attribute translator_total_mutex_groups_size numeric
@attribute translator_operators numeric
@attribute translator_task_size numeric
@attribute numberVariablesCG numeric
@attribute highLevelVariablesCG numeric
@attribute totalEdgesCG numeric
@attribute totalWeightCG numeric
@attribute veRatio numeric
@attribute weRatio numeric
@attribute wvRatio numeric
@attribute hvRatio numeric
@attribute inputEdgeCGMax numeric
@attribute inputEdgeCGAvg numeric
@attribute inputEdgeCGStd numeric
@attribute outputEdgeCGMax numeric
@attribute outputEdgeCGAvg numeric
@attribute outputEdgeCGStd numeric
@attribute inputWeightCGMax numeric
@attribute inputWeightCGAvg numeric
@attribute inputWeightCGStd numeric
@attribute outputWeightCGMax numeric
@attribute outputWeightCGAvg numeric
@attribute outputWeightCGStd numeric
@attribute inputEdgeHVMax numeric
@attribute inputEdgeHVAvg numeric
@attribute inputEdgeHVStd numeric
@attribute outputEdgeHVMax numeric
@attribute outputEdgeHVAvg numeric
@attribute outputEdgeHVStd numeric
@attribute inputWeightHVMax numeric
@attribute inputWeightHVAvg numeric
@attribute inputWeightHVStd numeric
@attribute outputWeightHVMax numeric
@attribute outputWeightHVAvg numeric
@attribute outputWeightHVStd numeric
@attribute numberVariablesDTG numeric
@attribute totalEdgesDTG numeric
@attribute totalWeigthDTG numeric
@attribute edVaRatioDTG numeric
@attribute weEdRatioDTG numeric
@attribute weVaRatioDTG numeric
@attribute inputEdgeDTGMax numeric
@attribute inputEdgeDTGAvg numeric
@attribute inputEdgeDTGStd numeric
@attribute outputEdgeDTGMax numeric
@attribute outputEdgeDTGAvg numeric
@attribute outputEdgeDTGStd numeric
@attribute inputWeightDTGMax numeric
@attribute inputWeightDTGAvg numeric
@attribute inputWeightDTGStd numeric
@attribute outputWeightDTGMax numeric
@attribute outputWeightDTGAvg numeric
@attribute outputWeightDTGStd numeric
@attribute no numeric
@attribute file string
@attribute num_relevant_facts numeric
@attribute num_actions numeric
@attribute h_max numeric
@attribute h_ff numeric
@attribute h_ff_ratio numeric
@attribute rp_fact_balance_min numeric
@attribute rp_fact_balance_avg numeric
@attribute rp_fact_balance_var numeric
@attribute rp_goal_balance_min numeric
@attribute rp_goal_balance_avg numeric
@attribute rp_goal_balance_var numeric
@attribute balance_Ratio numeric
@attribute Unbalance_Ratio numeric
@attribute Balance_Distorsion numeric
@attribute Additive numeric
@attribute Blind numeric
@attribute Causal_graph numeric
@attribute Context-enhanced_additive numeric
@attribute FF numeric
@attribute Goal_count numeric
@attribute Landmark_count numeric
@attribute Landmark-cut numeric
@attribute Max numeric
@attribute n_landmarks numeric
@attribute numberEdges numeric
@attribute edVaratioLand numeric
@attribute numberFatherNodes numeric
@attribute numberChildrenNodes numeric
@attribute nodosbetween numeric
@attribute avginput numeric
@attribute maxinput numeric
@attribute stdinput numeric
@attribute avgoutput numeric
@attribute maxoutput numeric
@attribute stdoutput numeric
@attribute blackVariables numeric
@attribute blackRootVariables numeric
@attribute redBlackVariables numeric
@attribute allpairsvaluesconnected numeric
@attribute allvaluesconnectedgoal numeric
@attribute blackstronglpyarents numeric
@attribute Maximaleffectsblack  numeric
@attribute Hred-black numeric
@attribute  nameDomain2 string
@attribute  nameFile2 string
@data
etipp,printjob,2,8,62,12,1,69,48,36,0,1,350,1198,1866,3064,4456,0,449,0,207,0,566,8,168,617,5165,87,48, 1172, 4340, 0.0742321, 3.70307, 49.8851, 0.551724, 48, 5.88506, 9.19948, 21, 5.88506, 5.15824, 384, 49.8851, 64.8116,174, 36.092, 46.4547, 5, 0.735632, 1.42603, 40, 12.8621, 15.3107, 76, 12.3218, 22.0613, 40, 12.8621,15.3107,326, 723, 2367, 0.30545, 0.450899, 1, 26, 2.49124, 0, 23, 2.49124, 0, 71, 4.94444,0.0529895, 63,4.94444, 0,  1, /home/isabel/Escritorio/seq-sat-Features/dominios_learning/seq-sat/parcprinter-strips08/problems/p18.pddl, 367, 617, 14, 71, 5.071429, -1, 0.079019, 0.554173, 0, 0.625000, 0.695971, 28.662882, 8.194489, 208,652,1,636,638,75,24,85,65,14,168,1065,6.33929,59,33,76,6.33929,71,11.8322,6.33929,70,12,8,0,87,0,0,0,2,65,allfeatures-parcprinter-strips08,all-p18.pddl
etipp,printjob,2,8,66,12,1,79,54,36,0,1,350,1498,2102,3600,5436,0,613,0,285,0,741,9,189,802,6829,98,54, 1587, 5961, 0.0617517, 3.75614, 60.8265, 0.55102, 56, 5.95918, 10.061, 21, 5.95918, 5.11285, 594, 60.8265, 90.3418,210, 42.7857, 56.5088, 5, 0.714286, 1.42857, 54, 13.8776, 18.1126, 94, 14.551, 27.5781, 54, 13.8776,18.1126,367, 815, 2677, 0.304445, 0.450307, 1, 23, 2.49636, 0.0999845, 23, 2.49636, 0.0999845, 63, 4.98907,0.249961, 63,4.98907, 0.0999845,  1, /home/isabel/Escritorio/seq-sat-Features/dominios_learning/seq-sat/parcprinter-strips08/problems/p19.pddl, 465, 802, 15, 83, 5.533333, -1, 0.066667, 0.558287, 0, 0.685185, 0.715544, 31.200747, 11.997506, 305,816,1,794,796,85,29,97,75,15,191,1293,6.76963,69,37,85,6.76963,82,13,6.76963,78,13.1149,9,0,98,0,0,0,2,76,allfeatures-parcprinter-strips08,all-p19.pddl
etipp,printjob,2,8,57,12,1,46,30,36,0,1,350,752,1186,1938,2708,0,241,0,115,0,325,5,105,346,2871,61,30, 637, 2317, 0.0957614, 3.63736, 37.9836, 0.491803, 31, 5.42623, 6.81959, 21, 5.42623, 5.06502, 180, 37.9836, 40.8562,150, 28.541, 38.9479, 5, 0.639344, 1.36745, 40, 10.0656, 13.2391, 64, 8.91803, 17.7471, 40, 10.0656,13.2391,217, 461, 1507, 0.305906, 0.470716, 1, 25, 2.29547, 0.125938, 23, 2.29547, 0.125938, 69, 4.51054,0.314845, 63,4.51054, 0.125938,  1, /home/isabel/Escritorio/seq-sat-Features/dominios_learning/seq-sat/parcprinter-strips08/problems/p15.pddl, 215, 346, 11, 45, 4.090909, -1, 0.106977, 0.596656, 0, 0.633333, 0.657436, 18.945086, 4.208093, 88,330,1,318,318,49,16,56,42,11,113,573,5.0708,43,21,49,5.0708,45,8.88819,5.0708,46,8.3666,5,0,61,0,0,0,2,44,allfeatures-parcprinter-strips08,all-p15.pddl
upp,printjob,2,8,57,12,1,77,54,23,0,1,212,1045,1190,2235,3108,0,325,0,257,0,658,9,162,433,4115,95,54, 1180, 3357, 0.0805085, 2.84492, 35.3368, 0.568421, 54, 5.16842, 7.89624, 20, 5.16842, 5.02552, 486, 35.3368, 66.4768,110, 24.3263, 29.2738, 5, 1.07368, 1.66222, 27, 9.81053, 11.1961, 48, 9.85263, 15.1768, 27, 9.81053,11.1961,325, 359, 1110, 0.323423, 0.905292, 1, 16, 0.886378, 0.0507589, 14, 0.886378, 0.0507589, 39, 1.387,0.0507589, 31,1.387, 0.0507589,  1, /home/isabel/Escritorio/seq-sat-Features/dominios_learning/seq-sat/parcprinter-strips08/problems/p09.pddl, 410, 433, 16, 79, 4.937500, -2, 0.095122, 0.574436, 0, 0.629630, 0.701752, 27.491917, 0.498845, 171,822,1,687,713,79,27,92,52,16,172,1135,6.59884,71,45,56,6.59884,56,11.2694,6.59884,73,13.2288,?,?,?,?,?,?,?,85,allfeatures-parcprinter-strips08,all-p09.pddl
etipp,printjob,2,8,43,12,1,69,48,23,0,1,211,790,1094,1884,2580,0,225,0,200,0,480,8,96,345,3073,80,48, 869, 2237, 0.0920598, 2.57422, 27.9625, 0.6, 48, 4.4875, 7.32631, 14, 4.4875, 3.31283, 384, 27.9625, 47.5122,92, 20.4625, 24.9063, 5, 0.8, 1.46969, 20, 7.1375, 7.64157, 38, 6.7, 11.345, 20, 7.1375,7.64157,240, 370, 1183, 0.312764, 0.648649, 1, 12, 1.47917, 0.0552029, 12, 1.47917, 0.0552029, 33, 2.725,0.0552029, 33,2.725, 0.0552029,  1, /home/isabel/Escritorio/seq-sat-Features/dominios_learning/seq-sat/parcprinter-strips08/problems/p28.pddl, 288, 345, 15, 57, 3.800000, -1, 0.076389, 0.434292, 0, 0.500000, 0.500000, 26.078262, 0.000000, 0,768,1,624,648,85,24,90,57,15,169,1083,6.40828,61,33,75,6.40828,69,12.2474,6.40828,71,11.9164,8,0,80,0,0,0,2,77,allfeatures-parcprinter-strips08,all-p28.pddl
etipp,printjob,2,8,60,12,1,61,42,36,0,1,350,1082,1646,2728,4044,0,421,0,169,0,471,7,147,568,4709,78,42, 1013, 4079, 0.076999, 4.02665, 52.2949, 0.538462, 42, 5.82051, 8.53611, 21, 5.82051, 5.15091, 294, 52.2949, 59.5533,186, 37.6282, 49.8966, 5, 0.717949, 1.41328, 48, 13.6667, 17.7263, 82, 13.1538, 24.1247, 48, 13.6667,17.7263,289, 639, 2097, 0.304721, 0.452269, 1, 25, 2.47222, 0.111776, 23, 2.47222, 0.111776, 69, 4.76923,0.27944, 63,4.76923, 0.111776,  1, /home/isabel/Escritorio/seq-sat-Features/dominios_learning/seq-sat/parcprinter-strips08/problems/p17.pddl, 309, 568, 13, 60, 4.615385, -1, 0.087379, 0.529519, 0, 0.571429, 0.622700, 27.744719, 4.880281, 124,524,1,510,510,64,21,75,57,13,149,883,5.92617,53,29,67,5.92617,62,10.8628,5.92617,62,10.7238,7,0,78,0,0,0,2,60,allfeatures-parcprinter-strips08,all-p17.pddl
etipp,printjob,2,8,39,12,1,53,36,23,0,1,211,568,826,1394,1868,0,145,0,128,0,316,6,72,235,2049,62,36, 557, 1439, 0.111311, 2.58348, 23.2097, 0.580645, 36, 4.37097, 6.20154, 14, 4.37097, 3.3129, 216, 23.2097, 32.6507,80, 17.5323, 21.5315, 5, 0.774194, 1.45269, 20, 6.20968, 6.77076, 32, 5.41935, 9.39723, 20, 6.20968,6.77076,184, 280, 893, 0.31355, 0.657143, 1, 12, 1.45161, 0, 12, 1.45161, 0, 33, 2.67742,0.0624759, 33,2.67742, 0,  1, /home/isabel/Escritorio/seq-sat-Features/dominios_learning/seq-sat/parcprinter-strips08/problems/p26.pddl, 194, 235, 13, 43, 3.307692, -1, 0.092784, 0.467114, 0, 0.500000, 0.500000, 19.212767, 0.000000, 0,480,1,396,410,62,18,68,43,13,129,718,5.56589,47,25,57,5.56589,51,10.0995,5.56589,55,9.43398,6,0,62,0,0,0,2,57,allfeatures-parcprinter-strips08,all-p26.pddl
upp,printjob,2,8,51,12,1,53,36,23,0,1,212,622,792,1414,1756,0,109,0,140,0,376,6,108,205,1934,68,36, 622, 1233, 0.109325, 1.98232, 18.1324, 0.529412, 36, 4.85294, 6.05918, 20, 4.85294, 4.95647, 216, 18.1324, 28.7565,68, 12.7059, 17.7715, 5, 1.02941, 1.64469, 15, 4.69118, 5.3804, 25, 4.52941, 7.43495, 15, 4.69118,5.3804,226, 243, 743, 0.327052, 0.930041, 1, 16, 0.852509, 0.0597422, 14, 0.852509, 0.0597422, 39, 1.31142,0.0597422, 31,1.31142, 0.0597422,  1, /home/isabel/Escritorio/seq-sat-Features/dominios_learning/seq-sat/parcprinter-strips08/problems/p06.pddl, 242, 205, 13, 51, 3.923077, -2, 0.123967, 0.617516, 0, 0.666667, 0.745356, 14.590243, 0.409756, 81,406,1,343,361,56,18,64,37,13,120,642,5.35,50,30,40,5.35,39,9,5.35,50,9.38083,?,?,?,?,?,?,?,55,allfeatures-parcprinter-strips08,all-p06.pddl
etipp,printjob,2,8,50,12,1,21,12,36,0,1,350,338,494,832,1036,0,57,0,39,0,116,2,42,99,817,33,12, 174, 534, 0.189655, 3.06897, 16.1818, 0.363636, 14, 4.18182, 3.72099, 21, 4.18182, 4.74472, 61, 16.1818, 16.0425,90, 14, 23.1543, 5, 0.484848, 1.20909, 40, 4.93939, 9.95121, 34, 3.15152, 8.20983, 40, 4.93939,9.95121,104, 193, 617, 0.312804, 0.53886, 1, 26, 1.82756, 0, 23, 1.82756, 0, 71, 3.4596,0.0844013, 63,3.4596, 0,  1, /home/isabel/Escritorio/seq-sat-Features/dominios_learning/seq-sat/parcprinter-strips08/problems/p12.pddl, 79, 99, 8, 18, 2.250000, -1, 0.215190, 0.649652, 0, 0.583333, 0.640095, 7.686869, 1.212121, 18,90,1,86,86,20,6,25,17,8,56,187,3.33929,25,9,22,3.33929,17,4.47214,3.33929,22,5.19615,2,0,33,0,0,0,2,17,allfeatures-parcprinter-strips08,all-p12.pddl
etipp,printjob,2,8,33,12,1,29,18,23,0,1,211,295,424,719,920,0,55,0,50,0,130,3,36,100,843,35,18, 209, 542, 0.167464, 2.5933, 15.4857, 0.514286, 18, 3.97143, 4.11607, 14, 3.97143, 3.28186, 54, 15.4857, 15.6905,62, 12.6286, 16.7726, 5, 0.685714, 1.38917, 20, 4.31429, 6.17725, 23, 3.17143, 6.57043, 20, 4.31429,6.17725,100, 145, 458, 0.316594, 0.689655, 1, 12, 1.35714, 0.0821007, 12, 1.35714, 0.0821007, 33, 2.44286,0.0821007, 33,2.44286, 0.0821007,  1, /home/isabel/Escritorio/seq-sat-Features/dominios_learning/seq-sat/parcprinter-strips08/problems/p23.pddl, 83, 100, 10, 22, 2.200000, -1, 0.144578, 0.540694, 0, 0.500000, 0.500000, 9.420000, 0.000000, 0,168,1,144,146,32,9,35,22,10,69,281,4.07246,26,13,30,4.07246,24,6.08276,4.07246,31,6.16441,3,0,35,0,0,0,2,31,allfeatures-parcprinter-strips08,all-p23.pddl
